Participant,Gender,Consonant,Following_Vowel,Rating,Stimuli,Curvature_Degree,Curvature_Location,MCI,real_1,imag_1,mod_1,F2_mean,F3_mean,COG,Dispersion,Skewness
P19,M,ch,u,humped,churu,0.266052435,0.521959958,2.18604807,19.3746534,-63.92728704,66.79876662,2120.881982,3507.998209,2429.686565,2592.172132,1.215702416
P19,M,z,a,Alveolar,zadao,0.265628963,0.569068975,2.064368135,19.42903259,-65.12422262,67.96066273,2399.875844,3494.135326,3507.656515,3530.570239,0.377747823
P19,M,s,i,Alveolar,siji,0.238626136,0.537869286,2.142092302,13.60519757,-68.06560915,69.41202021,1917.514548,3080.662504,6218.577402,3488.665909,-0.772711952
P19,M,ch,i,humped,chifan,0.270628682,0.609018214,2.538112511,18.8442968,-64.62754196,67.31884359,2232.412673,3320.146663,3798.942404,2044.162713,0.230125487
P19,M,c,i,Alveolar,ciya,0.284081027,0.574013175,2.412554301,8.381468982,-66.02043671,66.55033498,2004.893246,3154.638989,4994.041009,3088.241016,-0.17529149
P19,M,sh,i,humped,shibai,0.227356295,0.467322404,1.693943538,32.90162373,-54.34201151,63.52614468,2802.404319,3604.476808,3591.571372,2232.702938,0.153844258
P19,M,z,i,Alveolar,ziben,0.232522106,0.497515595,2.026432717,31.7637618,-51.73943857,60.71166335,2381.917863,3591.675554,4177.811833,3785.567568,0.151617456
P19,M,zh,a,humped,zhadui,0.256122569,0.487495747,2.377421846,27.38054576,-50.40310903,57.35998332,2041.152928,3216.256281,2821.523386,2378.187564,0.7865885
P19,M,ch,a,humped,chaqu,0.254047641,0.552591563,1.93500787,21.57783346,-55.8433751,59.86723177,1922.878774,2891.341194,2861.537035,2088.577957,1.108946563
P19,M,s,a,Alveolar,sahuang,0.203900735,0.554920396,1.733919753,35.41637853,-55.21514748,65.59750284,1989.149537,3040.723626,5949.463172,2854.131829,-0.589736947
P19,M,c,a,Alveolar,cayao,0.250760438,0.555927345,2.144485973,23.86420826,-60.41619683,64.95858123,1760.784393,2813.891936,3323.830065,2754.89765,0.746977344
P19,M,sh,a,humped,shafa,0.240302061,0.546218129,1.852210938,40.84990358,-36.76787466,54.95990565,2263.119256,3361.710977,3821.388239,2128.247054,0.551311769
P19,M,zh,u,humped,zhurou,0.256077925,0.465376639,1.838991365,36.33007683,-48.23997377,60.39014449,2349.086123,3783.866646,2971.093105,2437.660646,0.826952422
P19,M,zh,i,humped,zhidao,0.273951966,0.36542316,2.123409743,31.69080464,-51.75028302,60.68277261,2141.806321,3196.73676,3823.406685,1936.059388,0.912204283
P19,M,z,u,Alveolar,zufang,0.251397237,0.466548724,2.054190452,23.63370169,-59.88374496,64.37868255,2245.480317,3023.880533,4418.594884,3020.057053,0.441609731
P19,M,c,u,Alveolar,cuxin,0.22303718,0.581775166,2.876197102,21.55329387,-57.89416561,61.77603814,2090.777025,3323.929428,4019.946964,2602.435452,0.482866887
P19,M,s,u,Alveolar,suxing,0.252867612,0.55184428,1.874237298,27.50399668,-62.07978295,67.89970018,2041.761371,3516.736716,5317.328021,3124.666143,-0.052596333
