Participant,X,Y,Word,Consonant,Vowel,Section
P1,121.2019,47.6028,shuben,sh,u,
P1,119.5203,49.7257,shuben,sh,u,
P1,117.159,51.1256,shuben,sh,u,
P1,115.0527,52.7723,shuben,sh,u,
P1,112.9761,54.4508,shuben,sh,u,
P1,110.3045,55.2861,shuben,sh,u,Front
P1,108.0526,56.656,shuben,sh,u,Front
P1,105.8881,58.1667,shuben,sh,u,Front
P1,103.6545,59.5847,shuben,sh,u,Front
P1,101.2705,60.7263,shuben,sh,u,Front
P1,98.9488,62.0085,shuben,sh,u,Front
P1,96.2342,62.3393,shuben,sh,u,Front
P1,93.5677,62.6445,shuben,sh,u,Front
P1,90.7967,62.4464,shuben,sh,u,Front
P1,88.197,62.6009,shuben,sh,u,Front
P1,85.4106,61.7141,shuben,sh,u,Front
P1,82.8929,61.6829,shuben,sh,u,Front
P1,80.3239,61.0143,shuben,sh,u,Front
P1,77.8769,60.7689,shuben,sh,u,Front
P1,75.4393,60.04,shuben,sh,u,Front
P1,73.0639,59.0337,shuben,sh,u,Front
P1,70.7586,58.6886,shuben,sh,u,Back
P1,68.5157,57.674,shuben,sh,u,Back
P1,66.3708,56.372,shuben,sh,u,Back
P1,64.3489,54.8013,shuben,sh,u,Back
P1,62.2964,53.9706,shuben,sh,u,Back
P1,60.3771,52.7015,shuben,sh,u,Back
P1,58.553,51.3245,shuben,sh,u,Back
P1,56.7987,49.9513,shuben,sh,u,Back
P1,55.311,48.0017,shuben,sh,u,Back
P1,53.9599,45.9941,shuben,sh,u,Back
P1,52.7106,44.0221,shuben,sh,u,Back
P1,51.2354,42.7539,shuben,sh,u,Back
P1,49.9954,41.1274,shuben,sh,u,Back
P1,48.892,39.3983,shuben,sh,u,Back
P1,47.7663,37.8414,shuben,sh,u,Back
P1,46.6266,36.4018,shuben,sh,u,Back
P1,45.4153,35.1255,shuben,sh,u,
P1,44.3445,33.714,shuben,sh,u,
P1,43.3679,32.2451,shuben,sh,u,
P1,42.4712,30.7433,shuben,sh,u,
P1,41.4681,29.3955,shuben,sh,u,
P1,119.4546,45.9154,churu,ch,u,
P1,117.9209,48.0554,churu,ch,u,
P1,116.082,49.9087,churu,ch,u,
P1,113.8893,51.3493,churu,ch,u,
P1,112.1854,53.4025,churu,ch,u,
P1,110.2167,55.1597,churu,ch,u,Front
P1,108.1988,56.8851,churu,ch,u,Front
P1,105.9737,58.3132,churu,ch,u,Front
P1,103.9845,60.2041,churu,ch,u,Front
P1,101.8421,61.9084,churu,ch,u,Front
P1,99.5317,63.3453,churu,ch,u,Front
P1,97.1585,64.708,churu,ch,u,Front
P1,94.478,65.2772,churu,ch,u,Front
P1,91.8106,65.7983,churu,ch,u,Front
P1,89.1332,66.1988,churu,ch,u,Front
P1,86.2363,65.4877,churu,ch,u,Front
P1,83.497,65.0753,churu,ch,u,Front
P1,80.7908,64.3993,churu,ch,u,Front
P1,78.1022,63.0632,churu,ch,u,Front
P1,75.5566,62.0342,churu,ch,u,Front
P1,73.0962,60.683,churu,ch,u,Front
P1,70.7778,57.7109,churu,ch,u,Back
P1,68.6878,54.7467,churu,ch,u,Back
P1,66.7574,52.436,churu,ch,u,Back
P1,64.9467,50.4675,churu,ch,u,Back
P1,63.3774,47.9007,churu,ch,u,Back
P1,61.7844,46.2698,churu,ch,u,Back
P1,60.2262,44.8943,churu,ch,u,Back
P1,58.744,43.52,churu,ch,u,Back
P1,57.3327,42.1544,churu,ch,u,Back
P1,56.0972,40.5172,churu,ch,u,Back
P1,54.9365,38.9178,churu,ch,u,Back
P1,53.7734,37.505,churu,ch,u,Back
P1,52.6023,36.2344,churu,ch,u,Back
P1,51.3208,35.2408,churu,ch,u,Back
P1,50.1085,34.1701,churu,ch,u,Back
P1,49.0516,32.9101,churu,ch,u,Back
P1,48.2445,31.3744,churu,ch,u,
P1,47.4404,29.9273,churu,ch,u,
P1,46.5629,28.6353,churu,ch,u,
P1,45.8231,27.2427,churu,ch,u,
P1,45.1127,25.8759,churu,ch,u,
P1,120.1726,46.6088,zadao,z,a,
P1,117.7638,47.8913,zadao,z,a,
P1,115.8894,49.6912,zadao,z,a,
P1,113.5744,50.9641,zadao,z,a,
P1,111.2883,52.213,zadao,z,a,
P1,108.8114,53.1362,zadao,z,a,Front
P1,106.8382,54.7525,zadao,z,a,Front
P1,104.4778,55.7526,zadao,z,a,Front
P1,101.928,56.3443,zadao,z,a,Front
P1,99.5564,57.1812,zadao,z,a,Front
P1,96.9764,57.4856,zadao,z,a,Front
P1,94.4948,57.8819,zadao,z,a,Front
P1,92.0836,58.3521,zadao,z,a,Front
P1,89.5121,58.1997,zadao,z,a,Front
P1,87.0801,58.3086,zadao,z,a,Front
P1,84.5641,57.8449,zadao,z,a,Front
P1,82.1518,57.5216,zadao,z,a,Front
P1,79.7002,56.4924,zadao,z,a,Front
P1,77.2995,54.8907,zadao,z,a,Front
P1,75.056,53.522,zadao,z,a,Front
P1,72.9429,52.8508,zadao,z,a,Front
P1,70.8991,51.5165,zadao,z,a,Back
P1,68.9364,50.52,zadao,z,a,Back
P1,67.0433,49.5263,zadao,z,a,Back
P1,65.2175,48.5043,zadao,z,a,Back
P1,63.509,47.1616,zadao,z,a,Back
P1,61.7988,46.2037,zadao,z,a,Back
P1,60.0668,45.5067,zadao,z,a,Back
P1,58.4192,44.5938,zadao,z,a,Back
P1,56.8933,43.4253,zadao,z,a,Back
P1,55.3062,42.5443,zadao,z,a,Back
P1,53.9604,41.1562,zadao,z,a,Back
P1,52.3836,40.3793,zadao,z,a,Back
P1,51.0165,39.2108,zadao,z,a,Back
P1,49.4832,38.3862,zadao,z,a,Back
P1,48.1175,37.2909,zadao,z,a,Back
P1,46.6266,36.4018,zadao,z,a,Back
P1,45.5738,34.9154,zadao,z,a,
P1,44.6686,33.3177,zadao,z,a,
P1,43.4708,32.1288,zadao,z,a,
P1,42.4603,30.7547,zadao,z,a,
P1,41.3036,29.5543,zadao,z,a,
P1,118.4615,44.9564,siji,s,i,
P1,118.0831,48.2247,siji,s,i,
P1,115.5834,49.3455,siji,s,i,
P1,113.467,50.8327,siji,s,i,
P1,111.0475,51.8938,siji,s,i,
P1,108.7679,53.0736,siji,s,i,Front
P1,106.3981,54.0626,siji,s,i,Front
P1,104.0549,55.0287,siji,s,i,Front
P1,101.8679,56.2314,siji,s,i,Front
P1,99.4926,57.0492,siji,s,i,Front
P1,97.1367,57.8534,siji,s,i,Front
P1,94.6485,58.2758,siji,s,i,Front
P1,92.3204,59.0371,siji,s,i,Front
P1,89.8107,59.1867,siji,s,i,Front
P1,87.4187,59.6099,siji,s,i,Front
P1,84.9511,59.6137,siji,s,i,Front
P1,82.5104,59.535,siji,s,i,Front
P1,79.9779,58.5055,siji,s,i,Front
P1,77.6199,58.1525,siji,s,i,Front
P1,75.2497,56.8155,siji,s,i,Front
P1,73.0005,55.7956,siji,s,i,Front
P1,70.8416,54.4512,siji,s,i,Back
P1,68.8217,52.4711,siji,s,i,Back
P1,66.9507,50.468,siji,s,i,Back
P1,65.1733,48.8248,siji,s,i,Back
P1,63.3961,47.7959,siji,s,i,Back
P1,61.7988,46.2037,siji,s,i,Back
P1,60.2461,44.8178,siji,s,i,Back
P1,58.744,43.52,siji,s,i,Back
P1,57.2317,42.4467,siji,s,i,Back
P1,55.7223,41.4778,siji,s,i,Back
P1,54.4048,40.1372,siji,s,i,Back
P1,53.0791,38.9408,siji,s,i,Back
P1,51.78,37.7778,siji,s,i,Back
P1,50.3618,36.8824,siji,s,i,Back
P1,49.2863,35.4589,siji,s,i,Back
P1,47.9679,34.4705,siji,s,i,Back
P1,46.671,33.4607,siji,s,i,
P1,45.598,32.1809,siji,s,i,
P1,44.2439,31.2554,siji,s,i,
P1,42.4712,30.7433,siji,s,i,
P1,41.6357,29.2336,siji,s,i,
P1,121.3167,47.7137,chifan,ch,i,
P1,118.7206,48.8906,chifan,ch,i,
P1,117.0161,50.9641,chifan,ch,i,
P1,115.344,53.1286,chifan,ch,i,
P1,112.8557,54.2912,chifan,ch,i,
P1,110.6712,55.8141,chifan,ch,i,Front
P1,108.2498,56.9651,chifan,ch,i,Front
P1,105.8619,58.122,chifan,ch,i,Front
P1,103.5071,59.308,chifan,ch,i,Front
P1,100.6357,59.4134,chifan,ch,i,Front
P1,98.0755,60.0061,chifan,ch,i,Front
P1,95.6847,60.9312,chifan,ch,i,Front
P1,93.2307,61.6699,chifan,ch,i,Front
P1,90.4981,61.4594,chifan,ch,i,Front
P1,87.9156,61.5195,chifan,ch,i,Front
P1,85.374,61.5469,chifan,ch,i,Front
P1,82.8578,61.4861,chifan,ch,i,Front
P1,80.3681,61.3349,chifan,ch,i,Front
P1,77.905,61.0551,chifan,ch,i,Front
P1,75.4612,60.4119,chifan,ch,i,Front
P1,73.0899,60.3566,chifan,ch,i,Front
P1,70.7522,59.0165,chifan,ch,i,Back
P1,68.4774,58.3244,chifan,ch,i,Back
P1,66.4948,55.1096,chifan,ch,i,Back
P1,64.5431,53.3938,chifan,ch,i,Back
P1,62.7478,51.4361,chifan,ch,i,Back
P1,61.0196,49.7652,chifan,ch,i,Back
P1,59.7478,46.7329,chifan,ch,i,Back
P1,58.6532,43.8201,chifan,ch,i,Back
P1,57.3327,42.1544,chifan,ch,i,Back
P1,55.9858,40.8026,chifan,ch,i,Back
P1,54.9365,38.9178,chifan,ch,i,Back
P1,53.7734,37.505,chifan,ch,i,Back
P1,52.4657,36.4908,chifan,ch,i,Back
P1,51.3208,35.2408,chifan,ch,i,Back
P1,50.2941,33.8791,chifan,ch,i,Back
P1,49.2058,32.688,chifan,ch,i,Back
P1,48.2445,31.3744,chifan,ch,i,
P1,47.0216,30.4395,chifan,ch,i,
P1,45.768,29.5334,chifan,ch,i,
P1,44.3839,28.7458,chifan,ch,i,
P1,43.1275,27.793,chifan,ch,i,
P1,120.3267,46.7576,ciya,c,i,
P1,117.4405,47.5537,ciya,c,i,
P1,115.4386,49.1818,ciya,c,i,
P1,113.2831,50.6078,ciya,c,i,
P1,110.6526,51.3702,ciya,c,i,
P1,108.5981,52.8291,ciya,c,i,Front
P1,106.3981,54.0626,ciya,c,i,Front
P1,104.2812,55.4161,ciya,c,i,Front
P1,102.0761,56.6223,ciya,c,i,Front
P1,99.7467,57.5748,ciya,c,i,Front
P1,96.9637,57.4566,ciya,c,i,Front
P1,94.6929,58.3897,ciya,c,i,Front
P1,92.4205,59.3266,ciya,c,i,Front
P1,89.7491,58.983,ciya,c,i,Front
P1,87.2605,59.0017,ciya,c,i,Front
P1,84.7995,58.9211,ciya,c,i,Front
P1,82.3419,58.5892,ciya,c,i,Front
P1,79.8898,57.8672,ciya,c,i,Front
P1,77.5565,57.507,ciya,c,i,Front
P1,75.2292,56.4666,ciya,c,i,Front
P1,73.0003,55.7841,ciya,c,i,Front
P1,70.8353,54.7761,ciya,c,i,Back
P1,68.746,53.7575,ciya,c,i,Back
P1,66.7257,52.7595,ciya,c,i,Back
P1,64.8526,51.1499,ciya,c,i,Back
P1,62.9354,50.3827,ciya,c,i,Back
P1,61.1702,49.0768,ciya,c,i,Back
P1,59.4888,47.728,ciya,c,i,Back
P1,57.94,46.1782,ciya,c,i,Back
P1,56.4558,44.6907,ciya,c,i,Back
P1,54.8205,43.7889,ciya,c,i,Back
P1,53.362,42.5285,ciya,c,i,Back
P1,51.8696,41.4423,ciya,c,i,Back
P1,50.3382,40.4839,ciya,c,i,Back
P1,48.892,39.3983,ciya,c,i,Back
P1,47.9149,37.6086,ciya,c,i,Back
P1,46.5232,36.5507,ciya,c,i,Back
P1,45.4153,35.1255,ciya,c,i,
P1,44.2171,33.8699,ciya,c,i,
P1,43.2068,32.4271,ciya,c,i,
P1,41.9968,31.2388,ciya,c,i,
P1,41.1371,29.7152,ciya,c,i,
P1,119.3998,45.8625,shibai,sh,i,
P1,117.7638,47.8913,shibai,sh,i,
P1,116.0486,49.871,shibai,sh,i,
P1,114.1561,51.6756,shibai,sh,i,
P1,112.6167,53.9743,shibai,sh,i,
P1,110.887,56.1247,shibai,sh,i,Front
P1,108.8315,57.8769,shibai,sh,i,Front
P1,106.7919,59.714,shibai,sh,i,Front
P1,104.4004,60.9847,shibai,sh,i,Front
P1,102.0324,62.302,shibai,sh,i,Front
P1,99.4127,63.0724,shibai,sh,i,Front
P1,96.7842,63.7487,shibai,sh,i,Front
P1,94.2054,64.4889,shibai,sh,i,Front
P1,91.4508,64.609,shibai,sh,i,Front
P1,88.8094,64.9545,shibai,sh,i,Front
P1,86.1683,65.1772,shibai,sh,i,Front
P1,83.1844,63.3196,shibai,sh,i,Front
P1,80.6521,63.3935,shibai,sh,i,Front
P1,78,62.0227,shibai,sh,i,Front
P1,75.4803,60.7363,shibai,sh,i,Front
P1,73.0643,59.0538,shibai,sh,i,Front
P1,70.8221,55.4476,shibai,sh,i,Back
P1,68.7069,54.4222,shibai,sh,i,Back
P1,66.8499,51.4943,shibai,sh,i,Back
P1,65.1234,49.1867,shibai,sh,i,Back
P1,63.3961,47.7959,shibai,sh,i,Back
P1,61.9494,45.5153,shibai,sh,i,Back
P1,60.5847,43.5164,shibai,sh,i,Back
P1,59.3407,41.5474,shibai,sh,i,Back
P1,58.0066,40.2053,shibai,sh,i,Back
P1,56.735,38.8827,shibai,sh,i,Back
P1,55.6885,37.1935,shibai,sh,i,Back
P1,54.6655,35.6599,shibai,sh,i,Back
P1,53.5599,34.4372,shibai,sh,i,Back
P1,52.4227,33.3545,shibai,sh,i,Back
P1,51.2788,32.3357,shibai,sh,i,Back
P1,50.3806,30.9965,shibai,sh,i,Back
P1,49.0681,30.2825,shibai,sh,i,
P1,48.5036,28.6269,shibai,sh,i,
P1,47.783,27.2568,shibai,sh,i,
P1,46.7689,26.2548,shibai,sh,i,
P1,43.7906,27.1526,shibai,sh,i,
P1,119.707,46.1592,ziben,z,i,
P1,117.2884,47.3947,ziben,z,i,
P1,115.4386,49.1818,ziben,z,i,
P1,113.4406,50.8004,ziben,z,i,
P1,111.4433,52.4185,ziben,z,i,
P1,109.2872,53.8214,ziben,z,i,Front
P1,107.1329,55.2144,ziben,z,i,Front
P1,104.7883,56.2841,ziben,z,i,Front
P1,102.0633,56.5982,ziben,z,i,Front
P1,99.557,57.1825,ziben,z,i,Front
P1,97.1367,57.8534,ziben,z,i,Front
P1,94.7149,58.4459,ziben,z,i,Front
P1,92.2485,58.8292,ziben,z,i,Front
P1,89.8681,59.3767,ziben,z,i,Front
P1,87.3177,59.2216,ziben,z,i,Front
P1,84.8671,59.2302,ziben,z,i,Front
P1,82.3871,58.8426,ziben,z,i,Front
P1,79.9207,58.0909,ziben,z,i,Front
P1,77.5846,57.7933,ziben,z,i,Front
P1,75.2688,57.1399,ziben,z,i,Front
P1,73.0069,56.1206,ziben,z,i,Front
P1,70.8416,54.4512,ziben,z,i,Back
P1,68.8034,52.7812,ziben,z,i,Back
P1,66.8871,51.1164,ziben,z,i,Back
P1,65.0848,49.4659,ziben,z,i,Back
P1,63.3961,47.7959,ziben,z,i,Back
P1,61.7444,46.4524,ziben,z,i,Back
P1,60.2461,44.8178,ziben,z,i,Back
P1,58.8606,43.1346,ziben,z,i,Back
P1,57.5353,41.5686,ziben,z,i,Back
P1,56.0972,40.5172,ziben,z,i,Back
P1,54.6957,39.4702,ziben,z,i,Back
P1,53.2675,38.5511,ziben,z,i,Back
P1,52.0525,37.2663,ziben,z,i,Back
P1,50.7288,36.2541,ziben,z,i,Back
P1,49.6622,34.8697,ziben,z,i,Back
P1,48.3248,33.9567,ziben,z,i,Back
P1,47.2625,32.6764,ziben,z,i,
P1,45.9894,31.7021,ziben,z,i,
P1,44.9082,30.5048,ziben,z,i,
P1,43.7463,29.4116,ziben,z,i,
P1,42.6309,28.2726,ziben,z,i,
P1,120.3298,46.7606,zhadui,zh,a,
P1,119.0359,49.2198,zhadui,zh,a,
P1,117.2706,51.2516,zhadui,zh,a,
P1,115.7682,53.6474,zhadui,zh,a,
P1,113.8369,55.5921,zhadui,zh,a,
P1,111.9682,57.6816,zhadui,zh,a,Front
P1,109.81,59.4106,zhadui,zh,a,Front
P1,107.8068,61.4512,zhadui,zh,a,Front
P1,105.3675,62.7997,zhadui,zh,a,Front
P1,102.604,63.4841,zhadui,zh,a,Front
P1,99.8772,64.1375,zhadui,zh,a,Front
P1,96.9175,64.0904,zhadui,zh,a,Front
P1,93.8045,63.3295,zhadui,zh,a,Front
P1,90.7638,62.3377,zhadui,zh,a,Front
P1,88.0956,62.2112,zhadui,zh,a,Front
P1,85.5099,62.1679,zhadui,zh,a,Front
P1,82.6896,60.5417,zhadui,zh,a,Front
P1,80.0728,59.1936,zhadui,zh,a,Front
P1,77.5249,57.185,zhadui,zh,a,Front
P1,75.1528,55.1688,zhadui,zh,a,Front
P1,72.9556,53.5022,zhadui,zh,a,Front
P1,70.918,50.5502,zhadui,zh,a,Back
P1,69.0321,48.8934,zhadui,zh,a,Back
P1,67.2655,47.2634,zhadui,zh,a,Back
P1,65.5325,46.2205,zhadui,zh,a,Back
P1,64.0068,44.3666,zhadui,zh,a,Back
P1,62.373,43.5793,zhadui,zh,a,Back
P1,60.8238,42.5978,zhadui,zh,a,Back
P1,59.3407,41.5474,zhadui,zh,a,Back
P1,57.9056,40.4975,zhadui,zh,a,Back
P1,56.6937,38.9885,zhadui,zh,a,Back
P1,55.5183,37.5837,zhadui,zh,a,Back
P1,54.4082,36.1921,zhadui,zh,a,Back
P1,53.288,34.9474,zhadui,zh,a,Back
P1,52.0549,33.9841,zhadui,zh,a,Back
P1,50.7404,33.1796,zhadui,zh,a,Back
P1,49.6185,32.0939,zhadui,zh,a,Back
P1,48.4411,31.1138,zhadui,zh,a,
P1,47.3421,30.0476,zhadui,zh,a,
P1,45.9701,29.3051,zhadui,zh,a,
P1,44.7111,28.404,zhadui,zh,a,
P1,43.4327,27.4983,zhadui,zh,a,
P1,117.5387,44.0652,chaqu,ch,a,
P1,115.0475,45.0544,chaqu,ch,a,
P1,113.2872,46.7512,chaqu,ch,a,
P1,111.5645,48.5057,chaqu,ch,a,
P1,109.7554,50.1807,chaqu,ch,a,
P1,107.6686,51.4908,chaqu,ch,a,Front
P1,105.9123,53.3012,chaqu,ch,a,Front
P1,103.6885,54.4016,chaqu,ch,a,Front
P1,101.6596,55.8405,chaqu,ch,a,Front
P1,99.6829,57.4428,chaqu,ch,a,Front
P1,97.5466,58.7933,chaqu,ch,a,Front
P1,95.3318,60.0269,chaqu,ch,a,Front
P1,92.9939,60.9849,chaqu,ch,a,Front
P1,90.4652,61.3507,chaqu,ch,a,Front
P1,87.9373,61.603,chaqu,ch,a,Front
P1,85.442,61.8574,chaqu,ch,a,Front
P1,82.9141,61.8018,chaqu,ch,a,Front
P1,80.3369,61.1083,chaqu,ch,a,Front
P1,77.8769,60.7689,chaqu,ch,a,Front
P1,75.4598,60.3875,chaqu,ch,a,Front
P1,73.0835,60.0302,chaqu,ch,a,Front
P1,70.7586,58.6886,chaqu,ch,a,Back
P1,68.5348,57.3496,chaqu,ch,a,Back
P1,66.4397,55.6707,chaqu,ch,a,Back
P1,64.5043,53.6744,chaqu,ch,a,Back
P1,62.6441,52.0181,chaqu,ch,a,Back
P1,60.8831,50.389,chaqu,ch,a,Back
P1,59.2303,48.7218,chaqu,ch,a,Back
P1,57.6414,47.1652,chaqu,ch,a,Back
P1,56.1188,45.6653,chaqu,ch,a,Back
P1,54.4456,44.7495,chaqu,ch,a,Back
P1,53.0009,43.3564,chaqu,ch,a,Back
P1,51.4238,42.3641,chaqu,ch,a,Back
P1,49.9954,41.1274,chaqu,ch,a,Back
P1,48.5866,39.9211,chaqu,ch,a,Back
P1,46.9851,39.0659,chaqu,ch,a,Back
P1,45.4887,38.0402,chaqu,ch,a,Back
P1,44.1588,36.7916,chaqu,ch,a,
P1,42.9263,35.4487,chaqu,ch,a,
P1,41.7828,34.036,chaqu,ch,a,
P1,40.5586,32.7409,chaqu,ch,a,
P1,39.3132,31.4764,chaqu,ch,a,
P1,120.9919,47.4,sahuang,s,a,
P1,118.3974,48.553,sahuang,s,a,
P1,116.1944,50.0358,sahuang,s,a,
P1,113.8893,51.3493,sahuang,s,a,
P1,111.5983,52.624,sahuang,s,a,
P1,109.1781,53.6642,sahuang,s,a,Front
P1,106.7879,54.6736,sahuang,s,a,Front
P1,104.3363,55.5105,sahuang,s,a,Front
P1,101.8557,56.2085,sahuang,s,a,Front
P1,99.5564,57.1812,sahuang,s,a,Front
P1,96.924,57.3656,sahuang,s,a,Front
P1,94.4739,57.8283,sahuang,s,a,Front
P1,91.9835,58.0626,sahuang,s,a,Front
P1,89.5696,58.3897,sahuang,s,a,Front
P1,87.0801,58.3086,sahuang,s,a,Front
P1,84.7835,58.848,sahuang,s,a,Front
P1,82.3419,58.5892,sahuang,s,a,Front
P1,79.8829,57.8174,sahuang,s,a,Front
P1,77.5565,57.507,sahuang,s,a,Front
P1,75.1515,55.1458,sahuang,s,a,Front
P1,72.9556,53.5022,sahuang,s,a,Front
P1,70.8863,52.1678,sahuang,s,a,Back
P1,68.8991,51.1546,sahuang,s,a,Back
P1,67.0143,49.8211,sahuang,s,a,Back
P1,65.1733,48.8248,sahuang,s,a,Back
P1,63.3961,47.7959,sahuang,s,a,Back
P1,61.7444,46.4524,sahuang,s,a,Back
P1,60.3258,44.5116,sahuang,s,a,Back
P1,58.8606,43.1346,sahuang,s,a,Back
P1,57.4342,41.8608,sahuang,s,a,Back
P1,55.9858,40.8026,sahuang,s,a,Back
P1,54.6957,39.4702,sahuang,s,a,Back
P1,53.4566,38.1601,sahuang,s,a,Back
P1,52.1174,37.1445,sahuang,s,a,Back
P1,50.7288,36.2541,sahuang,s,a,Back
P1,49.5291,35.0782,sahuang,s,a,Back
P1,48.3691,33.8929,sahuang,s,a,Back
P1,47.1456,32.8314,sahuang,s,a,
P1,46.0476,31.6309,sahuang,s,a,
P1,45.0541,30.34,sahuang,s,a,
P1,44.0646,29.0792,sahuang,s,a,
P1,41.6264,29.2426,sahuang,s,a,
P1,117.8687,44.3839,cayao,c,a,
P1,115.8462,45.8885,cayao,c,a,
P1,113.6066,47.1119,cayao,c,a,
P1,111.671,48.636,cayao,c,a,
P1,109.6004,49.9751,cayao,c,a,
P1,107.5784,51.3609,cayao,c,a,Front
P1,105.4266,52.5398,cayao,c,a,Front
P1,103.0436,53.2976,cayao,c,a,Front
P1,100.9739,54.5534,cayao,c,a,Front
P1,98.7945,55.6055,cayao,c,a,Front
P1,96.5659,56.5443,cayao,c,a,Front
P1,94.4289,57.7131,cayao,c,a,Front
P1,91.9426,57.9443,cayao,c,a,Front
P1,89.6308,58.592,cayao,c,a,Front
P1,87.3177,59.2216,cayao,c,a,Front
P1,84.8671,59.2302,cayao,c,a,Front
P1,82.4433,59.1583,cayao,c,a,Front
P1,80.0594,59.0967,cayao,c,a,Front
P1,77.7148,59.1186,cayao,c,a,Front
P1,75.3247,58.0904,cayao,c,a,Front
P1,73.0258,57.0868,cayao,c,a,Front
P1,70.8097,56.0832,cayao,c,a,Back
P1,68.6678,55.0869,cayao,c,a,Back
P1,66.535,54.7003,cayao,c,a,Back
P1,64.5043,53.6744,cayao,c,a,Back
P1,62.5221,52.7033,cayao,c,a,Back
P1,60.6642,51.3893,cayao,c,a,Back
P1,58.8917,50.0231,cayao,c,a,Back
P1,57.108,48.9286,cayao,c,a,Back
P1,55.2776,48.0982,cayao,c,a,Back
P1,53.5856,46.9534,cayao,c,a,Back
P1,51.9581,45.7477,cayao,c,a,Back
P1,50.3433,44.5989,cayao,c,a,Back
P1,48.8309,43.313,cayao,c,a,Back
P1,47.3418,42.052,cayao,c,a,Back
P1,45.9626,40.6688,cayao,c,a,Back
P1,44.615,39.2982,cayao,c,a,Back
P1,43.2928,37.9398,cayao,c,a,
P1,42.0833,36.4798,cayao,c,a,
P1,40.6199,35.3498,cayao,c,a,
P1,39.1183,34.245,cayao,c,a,
P1,37.6466,33.0859,cayao,c,a,
P1,117.9049,44.4189,shafa,sh,a,
P1,117.2804,47.3864,shafa,sh,a,
P1,115.7436,49.5264,shafa,sh,a,
P1,114.0486,51.5442,shafa,sh,a,
P1,112.4608,53.7676,shafa,sh,a,
P1,110.3677,55.377,shafa,sh,a,Front
P1,108.1029,56.7348,shafa,sh,a,Front
P1,105.6624,57.7805,shafa,sh,a,Front
P1,103.3123,58.9425,shafa,sh,a,Front
P1,101.2073,60.5955,shafa,sh,a,Front
P1,98.8303,61.737,shafa,sh,a,Front
P1,96.1244,62.0579,shafa,sh,a,Front
P1,93.4676,62.3549,shafa,sh,a,Front
P1,90.8533,62.6336,shafa,sh,a,Front
P1,88.2759,62.9044,shafa,sh,a,Front
P1,85.7294,63.171,shafa,sh,a,Front
P1,83.1496,63.1242,shafa,sh,a,Front
P1,80.6079,63.073,shafa,sh,a,Front
P1,78.0705,62.7397,shafa,sh,a,Front
P1,75.5375,61.7097,shafa,sh,a,Front
P1,73.0835,60.0302,shafa,sh,a,Front
P1,70.7586,58.6886,shafa,sh,a,Back
P1,68.5348,57.3496,shafa,sh,a,Back
P1,66.5668,54.3768,shafa,sh,a,Back
P1,64.637,52.7128,shafa,sh,a,Back
P1,62.8605,50.8032,shafa,sh,a,Back
P1,61.1702,49.0768,shafa,sh,a,Back
P1,59.4693,47.8032,shafa,sh,a,Back
P1,57.7842,46.693,shafa,sh,a,Back
P1,56.3219,45.0781,shafa,sh,a,Back
P1,54.9313,43.5049,shafa,sh,a,Back
P1,53.4126,42.4125,shafa,sh,a,Back
P1,52.058,41.0526,shafa,sh,a,Back
P1,50.6811,39.8404,shafa,sh,a,Back
P1,49.4027,38.5241,shafa,sh,a,Back
P1,48.249,37.0848,shafa,sh,a,Back
P1,47.0392,35.8077,shafa,sh,a,Back
P1,45.689,34.7627,shafa,sh,a,
P1,44.3445,33.714,shafa,sh,a,
P1,43.1877,32.4486,shafa,sh,a,
P1,41.8227,31.4206,shafa,sh,a,
P1,40.4729,30.3565,shafa,sh,a,
P1,116.8259,43.3769,zhurou,zh,u,
P1,115.0475,45.0544,zhurou,zh,u,
P1,113.4788,46.9676,zhurou,zh,u,
P1,111.9623,48.9922,zhurou,zh,u,
P1,110.0308,50.5458,zhurou,zh,u,
P1,108.2486,52.3259,zhurou,zh,u,Front
P1,106.5443,54.2917,zhurou,zh,u,Front
P1,104.5627,55.8979,zhurou,zh,u,Front
P1,102.5529,57.5171,zhurou,zh,u,Front
P1,100.3815,58.8877,zhurou,zh,u,Front
P1,98.248,60.4016,zhurou,zh,u,Front
P1,96.2561,62.3956,zhurou,zh,u,Front
P1,93.8981,63.6,zhurou,zh,u,Front
P1,91.338,64.2359,zhurou,zh,u,Front
P1,88.6935,64.5091,zhurou,zh,u,Front
P1,85.9701,64.2711,zhurou,zh,u,Front
P1,83.3848,64.4452,zhurou,zh,u,Front
P1,80.6521,63.3935,zhurou,zh,u,Front
P1,78.1022,63.0632,zhurou,zh,u,Front
P1,75.5375,61.7097,zhurou,zh,u,Front
P1,73.0643,59.0538,zhurou,zh,u,Front
P1,70.7969,56.7331,zhurou,zh,u,Back
P1,68.6687,55.0726,zhurou,zh,u,Back
P1,66.6303,53.7299,zhurou,zh,u,Back
P1,64.8583,51.1086,zhurou,zh,u,Back
P1,63.1613,49.1141,zhurou,zh,u,Back
P1,61.7306,46.5156,zhurou,zh,u,Back
P1,60.2461,44.8178,zhurou,zh,u,Back
P1,58.8606,43.1346,zhurou,zh,u,Back
P1,57.6697,41.1799,zhurou,zh,u,Back
P1,56.4715,39.5579,zhurou,zh,u,Back
P1,55.3976,37.8606,zhurou,zh,u,Back
P1,54.3481,36.3164,zhurou,zh,u,Back
P1,53.288,34.9474,zhurou,zh,u,Back
