Participant,X,Y,Word,Consonant,Vowel,Section
P2,43.428,41.0074,zhurou,zh,u,Back
P2,42.3107,39.2418,zhurou,zh,u,
P2,41.1212,37.6566,zhurou,zh,u,
P2,39.9546,36.1015,zhurou,zh,u,
P2,38.6449,34.7394,zhurou,zh,u,
P2,37.3228,33.3986,zhurou,zh,u,
P2,122.1588,48.5269,zhidao,zh,i,
P2,120.6342,50.8891,zhidao,zh,i,
P2,118.8119,52.993,zhidao,zh,i,
P2,117.089,55.263,zhidao,zh,i,
P2,115.3697,57.6244,zhidao,zh,i,
P2,113.1577,59.3944,zhidao,zh,i,Front
P2,111.0677,61.3821,zhidao,zh,i,Front
P2,108.6338,62.8669,zhidao,zh,i,Front
P2,106.2615,64.4777,zhidao,zh,i,Front
P2,103.6839,65.7175,zhidao,zh,i,Front
P2,100.9878,66.6844,zhidao,zh,i,Front
P2,98.3693,67.8109,zhidao,zh,i,Front
P2,96.0556,69.8401,zhidao,zh,i,Front
P2,93.3932,71.0306,zhidao,zh,i,Front
P2,90.6673,72.0945,zhidao,zh,i,Front
P2,87.8089,72.6753,zhidao,zh,i,Front
P2,84.955,73.2619,zhidao,zh,i,Front
P2,82.0072,73.218,zhidao,zh,i,Front
P2,78.9048,71.2343,zhidao,zh,i,Front
P2,76.0178,69.8744,zhidao,zh,i,Front
P2,73.2494,68.5036,zhidao,zh,i,Front
P2,70.5798,67.8235,zhidao,zh,i,Back
P2,67.9784,66.8092,zhidao,zh,i,Back
P2,65.4787,65.4549,zhidao,zh,i,Back
P2,63.1946,63.1698,zhidao,zh,i,Back
P2,60.9615,61.4662,zhidao,zh,i,Back
P2,58.8872,59.5112,zhidao,zh,i,Back
P2,57.0588,57.0671,zhidao,zh,i,Back
P2,55.0349,55.7825,zhidao,zh,i,Back
P2,53.3564,53.6547,zhidao,zh,i,Back
P2,51.8509,51.3988,zhidao,zh,i,Back
P2,50.1433,49.9095,zhidao,zh,i,Back
P2,49.0142,47.3476,zhidao,zh,i,Back
P2,47.5953,45.6319,zhidao,zh,i,Back
P2,46.0962,44.1841,zhidao,zh,i,Back
P2,44.6979,42.6511,zhidao,zh,i,Back
P2,43.428,41.0074,zhidao,zh,i,Back
P2,42.0371,39.6046,zhidao,zh,i,
P2,41.0529,37.7401,zhidao,zh,i,
P2,39.7897,36.2878,zhidao,zh,i,
P2,38.635,34.7498,zhidao,zh,i,
P2,37.9776,32.7662,zhidao,zh,i,
P2,125.0772,51.3452,zufang,z,u,
P2,123.3426,53.7177,zufang,z,u,
P2,121.5456,56.0816,zufang,z,u,
P2,118.753,57.2983,zufang,z,u,
P2,116.0417,58.5154,zufang,z,u,
P2,113.0068,59.177,zufang,z,u,Front
P2,110.4357,60.3915,zufang,z,u,Front
P2,107.5254,60.9694,zufang,z,u,Front
P2,104.1313,60.4796,zufang,z,u,Front
P2,101.1434,60.4634,zufang,z,u,Front
P2,98.8953,61.8859,zufang,z,u,Front
P2,96.3889,62.7359,zufang,z,u,Front
P2,93.7322,63.1202,zufang,z,u,Front
P2,91.2418,63.9179,zufang,z,u,Front
P2,88.6504,64.3435,zufang,z,u,Front
P2,86.1213,64.9623,zufang,z,u,Front
P2,83.5533,65.3911,zufang,z,u,Front
P2,80.974,65.7271,zufang,z,u,Front
P2,78.4822,66.9319,zufang,z,u,Front
P2,75.917,68.1616,zufang,z,u,Front
P2,73.2432,68.1887,zufang,z,u,Front
P2,70.5479,69.4512,zufang,z,u,Back
P2,67.8261,69.3978,zufang,z,u,Back
P2,65.1266,69.0388,zufang,z,u,Back
P2,62.4759,68.3799,zufang,z,u,Back
P2,59.8054,67.958,zufang,z,u,Back
P2,57.3291,66.6327,zufang,z,u,Back
P2,55.1864,64.2628,zufang,z,u,Back
P2,52.9725,62.6006,zufang,z,u,Back
P2,51.0645,60.2835,zufang,z,u,Back
P2,49.4225,57.622,zufang,z,u,Back
P2,47.9174,55.0138,zufang,z,u,Back
P2,46.5952,52.3505,zufang,z,u,Back
P2,45.4016,49.7493,zufang,z,u,Back
P2,45.0088,46.0456,zufang,z,u,Back
P2,43.9847,43.769,zufang,z,u,Back
P2,42.8061,41.9028,zufang,z,u,Back
P2,42.0371,39.6046,zufang,z,u,
P2,41.1212,37.6566,zufang,z,u,
P2,39.9546,36.1015,zufang,z,u,
P2,38.9542,34.4164,zufang,z,u,
P2,37.9859,32.7582,zufang,z,u,
P2,124.2341,50.5309,cuxin,c,u,
P2,122.3838,52.7163,cuxin,c,u,
P2,120.0186,54.3564,cuxin,c,u,
P2,117.8281,56.1671,cuxin,c,u,
P2,115.5256,57.8311,cuxin,c,u,
P2,113.1577,59.3944,cuxin,c,u,Front
P2,110.5819,60.6206,cuxin,c,u,Front
P2,107.5254,60.9694,cuxin,c,u,Front
P2,103.9974,60.2282,cuxin,c,u,Front
P2,101.0802,60.3327,cuxin,c,u,Front
P2,98.4204,60.797,cuxin,c,u,Front
P2,95.9701,61.6627,cuxin,c,u,Front
P2,93.6316,62.8293,cuxin,c,u,Front
P2,91.1231,63.5256,cuxin,c,u,Front
P2,88.6718,64.4256,cuxin,c,u,Front
P2,86.1683,65.1772,cuxin,c,u,Front
P2,83.7325,66.3977,cuxin,c,u,Front
P2,81.106,66.6845,cuxin,c,u,Front
P2,78.574,67.8666,cuxin,c,u,Front
P2,75.9017,67.9018,cuxin,c,u,Front
P2,73.2494,68.5036,cuxin,c,u,Front
P2,70.5797,67.8278,cuxin,c,u,Back
P2,67.92,67.8013,cuxin,c,u,Back
P2,65.3145,67.1266,cuxin,c,u,Back
P2,62.7965,66.0562,cuxin,c,u,Back
P2,60.3226,65.0541,cuxin,c,u,Back
P2,58.108,63.0727,cuxin,c,u,Back
P2,56.0234,61.0463,cuxin,c,u,Back
P2,53.9581,59.3423,cuxin,c,u,Back
P2,52.1768,57.0663,cuxin,c,u,Back
P2,51.1849,53.1056,cuxin,c,u,Back
P2,50.1611,49.8686,cuxin,c,u,Back
P2,48.6361,48.1297,cuxin,c,u,Back
P2,47.1159,46.5318,cuxin,c,u,Back
P2,45.6486,44.9503,cuxin,c,u,Back
P2,44.5486,42.8851,cuxin,c,u,Back
P2,43.2729,41.2307,cuxin,c,u,Back
P2,42.3107,39.2418,cuxin,c,u,
P2,41.2832,37.4584,cuxin,c,u,
P2,40.3997,35.5986,cuxin,c,u,
P2,39.4376,33.9116,cuxin,c,u,
P2,38.1514,32.5984,cuxin,c,u,
P2,123.4148,49.7397,suxing,s,u,
P2,121.427,51.717,suxing,s,u,
P2,119.7136,54.0118,suxing,s,u,
P2,117.4049,55.6493,suxing,s,u,
P2,114.9393,57.0537,suxing,s,u,
P2,111.709,57.3083,suxing,s,u,Front
P2,107.9064,56.4268,suxing,s,u,Front
P2,104.7607,56.2369,suxing,s,u,Front
P2,102.4183,57.2646,suxing,s,u,Front
P2,100.1274,58.362,suxing,s,u,Front
P2,97.8375,59.4603,suxing,s,u,Front
P2,95.6612,60.8709,suxing,s,u,Front
P2,93.4676,62.3549,suxing,s,u,Front
P2,91.2418,63.9179,suxing,s,u,Front
P2,88.9528,65.5057,suxing,s,u,Front
P2,86.5237,66.8013,suxing,s,u,Front
P2,84.0132,67.9736,suxing,s,u,Front
P2,81.6284,70.4713,suxing,s,u,Front
P2,78.8732,70.9123,suxing,s,u,Front
P2,76.075,70.8478,suxing,s,u,Front
P2,73.2945,70.8071,suxing,s,u,Front
P2,70.5288,70.4275,suxing,s,u,Back
P2,67.807,69.7222,suxing,s,u,Back
P2,65.1584,68.7153,suxing,s,u,Back
P2,62.6196,67.3384,suxing,s,u,Back
P2,60.2661,65.3712,suxing,s,u,Back
P2,58.2448,62.4475,suxing,s,u,Back
P2,56.3022,59.9746,suxing,s,u,Back
P2,54.3587,58.018,suxing,s,u,Back
P2,52.4804,56.1882,suxing,s,u,Back
P2,50.8377,53.9952,suxing,s,u,Back
P2,49.22,52.0266,suxing,s,u,Back
P2,47.7502,49.9617,suxing,s,u,Back
P2,46.0873,48.4623,suxing,s,u,Back
P2,44.6896,46.592,suxing,s,u,Back
P2,43.3412,44.7777,suxing,s,u,Back
P2,41.8283,43.3108,suxing,s,u,Back
P2,40.3475,41.8448,suxing,s,u,
P2,38.8009,40.4947,suxing,s,u,
P2,37.3514,39.0426,suxing,s,u,
P2,35.6014,37.9181,suxing,s,u,
P2,33.5033,37.087,suxing,s,u,
P3,118.4615,44.9564,shuben,sh,u,
P3,116.6657,46.7445,shuben,sh,u,
P3,114.8009,48.4613,shuben,sh,u,
P3,112.8707,50.1034,shuben,sh,u,
P3,110.8778,51.6687,shuben,sh,u,
P3,108.8245,53.1551,shuben,sh,u,Front
P3,106.7152,54.5597,shuben,sh,u,Front
P3,104.2812,55.4161,shuben,sh,u,Front
P3,101.6596,55.8405,shuben,sh,u,Front
P3,98.9848,55.9991,shuben,sh,u,Front
P3,96.6188,56.6656,shuben,sh,u,Front
P3,94.0546,56.7538,shuben,sh,u,Front
P3,91.7104,57.2729,shuben,sh,u,Front
P3,89.4505,57.996,shuben,sh,u,Front
P3,87.037,58.143,shuben,sh,u,Front
P3,84.8671,59.2302,shuben,sh,u,Front
P3,82.5663,59.8493,shuben,sh,u,Front
P3,80.2929,60.7892,shuben,sh,u,Front
P3,77.9333,61.3428,shuben,sh,u,Front
P3,75.5185,61.3852,shuben,sh,u,Front
P3,73.1026,61.0079,shuben,sh,u,Front
P3,70.7132,61.0079,shuben,sh,u,Back
P3,68.3236,60.9402,shuben,sh,u,Back
P3,65.9262,60.8991,shuben,sh,u,Back
P3,63.5096,60.8861,shuben,sh,u,Back
P3,61.1681,60.3066,shuben,sh,u,Back
P3,58.8328,59.7598,shuben,sh,u,Back
P3,56.7006,58.4436,shuben,sh,u,Back
P3,54.7367,56.7681,shuben,sh,u,Back
P3,52.9518,54.8249,shuben,sh,u,Back
P3,51.1849,53.1056,shuben,sh,u,Back
P3,49.5615,51.2436,shuben,sh,u,Back
P3,47.9337,49.5824,shuben,sh,u,Back
P3,46.3605,47.9496,shuben,sh,u,Back
P3,44.7701,46.4541,shuben,sh,u,Back
P3,43.1927,45.0105,shuben,sh,u,Back
P3,41.674,43.5329,shuben,sh,u,Back
P3,40.2315,41.9986,shuben,sh,u,
P3,38.7681,40.5348,shuben,sh,u,
P3,37.3514,39.0426,shuben,sh,u,
P3,36.0937,37.4039,shuben,sh,u,
P3,34.9982,35.6434,shuben,sh,u,
P3,118.4615,44.9564,churu,ch,u,
P3,116.3385,46.4027,churu,ch,u,
P3,114.8276,48.4915,churu,ch,u,
P3,113.2831,50.6078,churu,ch,u,
P3,111.1679,52.0534,churu,ch,u,
P3,108.7679,53.0736,churu,ch,u,Front
P3,106.1552,53.6819,churu,ch,u,Front
P3,103.6029,54.255,churu,ch,u,Front
P3,101.243,55.0586,churu,ch,u,Front
P3,99.1119,56.262,churu,ch,u,Front
P3,96.5659,56.5443,churu,ch,u,Front
P3,94.3845,57.5992,churu,ch,u,Front
P3,91.9835,58.0626,churu,ch,u,Front
P3,89.4842,58.1075,churu,ch,u,Front
P3,87.016,58.0622,churu,ch,u,Front
P3,84.6477,58.2271,churu,ch,u,Front
P3,82.4889,59.4146,churu,ch,u,Front
P3,80.1034,59.4158,churu,ch,u,Front
P3,77.743,59.4063,churu,ch,u,Front
P3,75.4011,59.3897,churu,ch,u,Front
P3,73.0769,59.6937,churu,ch,u,Front
P3,70.7394,59.6693,churu,ch,u,Back
P3,68.4191,59.315,churu,ch,u,Back
P3,66.1078,59.0499,churu,ch,u,Back
P3,63.8301,58.5625,churu,ch,u,Back
P3,61.8264,56.6098,churu,ch,u,Back
P3,59.8168,55.2627,churu,ch,u,Back
P3,57.9555,53.621,churu,ch,u,Back
P3,56.2928,51.6239,churu,ch,u,Back
P3,54.7381,49.6586,churu,ch,u,Back
P3,53.2107,47.914,churu,ch,u,Back
P3,51.5971,46.5756,churu,ch,u,Back
P3,50.1549,44.9886,churu,ch,u,Back
P3,48.8309,43.313,churu,ch,u,Back
P3,47.4847,41.8073,churu,ch,u,Back
P3,45.9626,40.6688,churu,ch,u,Back
P3,44.6651,39.2261,churu,ch,u,Back
P3,43.2928,37.9398,churu,ch,u,
P3,42.1534,36.394,churu,ch,u,
P3,41.3576,34.5163,churu,ch,u,
P3,40.0841,33.2364,churu,ch,u,
P3,38.8032,31.969,churu,ch,u,
P3,117.9049,44.4189,zadao,z,a,
P3,115.0475,45.0544,zadao,z,a,
P3,112.7068,46.0953,zadao,z,a,
P3,110.798,47.5682,zadao,z,a,
P3,108.414,48.4021,zadao,z,a,
P3,106.3462,49.5867,zadao,z,a,Front
P3,103.9716,50.2592,zadao,z,a,Front
P3,101.9105,51.358,zadao,z,a,Front
P3,99.664,52.0949,zadao,z,a,Front
P3,97.4611,52.8477,zadao,z,a,Front
P3,95.2822,53.6006,zadao,z,a,Front
P3,93.262,54.7227,zadao,z,a,Front
P3,91.2734,56.0088,zadao,z,a,Front
P3,89.3039,57.5114,zadao,z,a,Front
P3,87.0012,58.0052,zadao,z,a,Front
P3,84.7995,58.9211,zadao,z,a,Front
P3,82.4995,59.4741,zadao,z,a,Front
P3,80.2048,60.151,zadao,z,a,Front
P3,77.8769,60.7689,zadao,z,a,Front
P3,75.4979,61.0364,zadao,z,a,Front
P3,73.1021,60.982,zadao,z,a,Front
P3,70.7203,60.6456,zadao,z,a,Back
P3,68.3626,60.2769,zadao,z,a,Back
P3,66.0187,59.9574,zadao,z,a,Back
P3,63.7415,59.205,zadao,z,a,Back
P3,61.5917,57.9279,zadao,z,a,Back
P3,59.4614,56.8868,zadao,z,a,Back
P3,57.5372,55.2285,zadao,z,a,Back
P3,55.6057,53.8952,zadao,z,a,Back
P3,53.996,51.8048,zadao,z,a,Back
P3,52.1975,50.5105,zadao,z,a,Back
P3,50.5543,48.9669,zadao,z,a,Back
P3,48.9535,47.4732,zadao,z,a,Back
P3,47.6609,45.5088,zadao,z,a,Back
P3,46.1586,44.0773,zadao,z,a,Back
P3,45.0506,42.0982,zadao,z,a,Back
P3,43.6856,40.6365,zadao,z,a,Back
P3,42.1956,39.3945,zadao,z,a,
P3,40.8636,37.9717,zadao,z,a,
P3,39.6496,36.4461,zadao,z,a,
P3,38.635,34.7498,zadao,z,a,
P3,36.9907,33.7193,zadao,z,a,
P3,116.2714,42.8414,siji,s,i,
P3,113.7803,43.731,siji,s,i,
P3,112.1158,45.4276,siji,s,i,
P3,110.2427,46.889,siji,s,i,
P3,108.1386,48.037,siji,s,i,
P3,106.0862,49.2122,siji,s,i,Front
P3,103.8688,50.0979,siji,s,i,Front
P3,101.6849,50.9718,siji,s,i,Front
P3,99.7262,52.2117,siji,s,i,Front
P3,97.5299,52.9901,siji,s,i,Front
P3,95.2161,53.449,siji,s,i,Front
P3,93.0424,54.16,siji,s,i,Front
P3,91.037,55.3251,siji,s,i,Front
P3,88.8251,55.9284,siji,s,i,Front
P3,86.6969,56.8361,siji,s,i,Front
P3,84.4808,57.4642,siji,s,i,Front
P3,82.208,57.8373,siji,s,i,Front
P3,79.9338,58.1863,siji,s,i,Front
P3,77.6732,58.695,siji,s,i,Front
P3,75.3807,59.0437,siji,s,i,Front
P3,73.0769,59.6937,siji,s,i,Front
P3,70.7395,59.6678,siji,s,i,Back
P3,68.42,59.3006,siji,s,i,Back
P3,66.1168,58.9583,siji,s,i,Back
P3,63.7857,58.8844,siji,s,i,Back
P3,61.6007,57.877,siji,s,i,Back
P3,59.5155,56.6395,siji,s,i,Back
P3,57.3583,55.9161,siji,s,i,Back
P3,55.1256,55.4824,siji,s,i,Back
P3,53.3903,53.5568,siji,s,i,Back
P3,51.5184,52.2509,siji,s,i,Back
P3,49.7322,50.8521,siji,s,i,Back
P3,47.9931,49.4594,siji,s,i,Back
P3,46.4302,47.8188,siji,s,i,Back
P3,44.7701,46.4541,siji,s,i,Back
P3,43.2847,44.8662,siji,s,i,Back
P3,41.8283,43.3108,siji,s,i,Back
P3,40.3475,41.8448,siji,s,i,
P3,38.7681,40.5348,siji,s,i,
P3,37.4925,38.8832,siji,s,i,
P3,36.413,37.0704,siji,s,i,
P3,35.1658,35.4816,siji,s,i,
P3,118.4615,44.9564,chifan,ch,i,
P3,116.6657,46.7445,chifan,ch,i,
P3,114.8009,48.4613,chifan,ch,i,
P3,113.0446,50.3161,chifan,ch,i,
P3,110.8916,51.6871,chifan,ch,i,
P3,108.8565,53.2012,chifan,ch,i,Front
P3,106.9341,54.9028,chifan,ch,i,Front
P3,104.7034,56.1388,chifan,ch,i,Front
P3,102.3331,57.1046,chifan,ch,i,Front
P3,100.0003,58.0992,chifan,ch,i,Front
P3,97.7191,59.1888,chifan,ch,i,Front
P3,95.0673,59.3489,chifan,ch,i,Front
P3,92.4497,59.4109,chifan,ch,i,Front
P3,89.9294,59.579,chifan,ch,i,Front
P3,87.3343,59.2856,chifan,ch,i,Front
P3,84.9351,59.5407,chifan,ch,i,Front
P3,82.4433,59.1583,chifan,ch,i,Front
P3,79.9647,58.41,chifan,ch,i,Front
P3,77.6096,58.048,chifan,ch,i,Front
P3,75.3234,58.0688,chifan,ch,i,Front
P3,73.032,57.4032,chifan,ch,i,Front
P3,70.7968,56.7388,chifan,ch,i,Back
P3,68.6113,56.0474,chifan,ch,i,Back
P3,66.4715,55.3472,chifan,ch,i,Back
P3,64.4104,54.3554,chifan,ch,i,Back
P3,62.4091,53.3377,chifan,ch,i,Back
P3,60.4454,52.3896,chifan,ch,i,Back
P3,58.4538,51.7058,chifan,ch,i,Back
P3,56.5651,50.7236,chifan,ch,i,Back
P3,54.7381,49.6586,chifan,ch,i,Back
P3,53.2107,47.914,chifan,ch,i,Back
P3,51.838,46.0233,chifan,ch,i,Back
P3,50.2832,44.7232,chifan,ch,i,Back
P3,48.6895,43.5783,chifan,ch,i,Back
P3,46.9747,42.6803,chifan,ch,i,Back
P3,45.3306,41.6593,chifan,ch,i,Back
P3,43.7832,40.4959,chifan,ch,i,Back
P3,42.1956,39.3945,chifan,ch,i,
P3,40.6032,38.2902,chifan,ch,i,
P3,39.1806,36.976,chifan,ch,i,
P3,37.695,35.7315,chifan,ch,i,
P3,35.9882,34.6873,chifan,ch,i,
P3,116.771,43.3239,ciya,c,i,
P3,112.8175,42.7255,ciya,c,i,
P3,110.8442,43.991,ciya,c,i,
P3,108.7899,45.112,ciya,c,i,
P3,106.5695,45.9564,ciya,c,i,
P3,104.9286,47.5455,ciya,c,i,Front
P3,103.0032,48.7412,ciya,c,i,Front
P3,101.0922,49.9572,ciya,c,i,Front
P3,98.3676,49.6618,ciya,c,i,Front
P3,96.5733,51.0118,ciya,c,i,Front
P3,94.716,52.3021,ciya,c,i,Front
P3,92.7779,53.4821,ciya,c,i,Front
P3,90.8001,54.6401,ciya,c,i,Front
P3,88.9779,56.4336,ciya,c,i,Front
P3,86.9001,57.6169,ciya,c,i,Front
P3,84.7156,58.5376,ciya,c,i,Front
P3,82.6576,60.3618,ciya,c,i,Front
P3,80.3304,61.0613,ciya,c,i,Front
P3,78.0352,62.3805,ciya,c,i,Front
P3,75.6113,62.9631,ciya,c,i,Front
P3,73.1475,63.3013,ciya,c,i,Front
P3,70.6627,63.5904,ciya,c,i,Back
P3,68.1705,63.5431,ciya,c,i,Back
P3,65.7355,62.8399,ciya,c,i,Back
P3,63.4212,61.5272,ciya,c,i,Back
P3,61.1401,60.4638,ciya,c,i,Back
P3,58.9693,59.1361,ciya,c,i,Back
P3,56.9997,57.294,ciya,c,i,Back
P3,55.109,55.5374,ciya,c,i,Back
P3,53.1205,54.337,ciya,c,i,Back
P3,51.1436,53.2115,ciya,c,i,Back
P3,49.3212,51.7946,ciya,c,i,Back
P3,47.7446,49.9734,ciya,c,i,Back
P3,45.9467,48.7263,ciya,c,i,Back
P3,44.3218,47.2215,ciya,c,i,Back
P3,42.8021,45.6228,ciya,c,i,Back
P3,41.2614,44.127,ciya,c,i,Back
P3,39.6824,42.7266,ciya,c,i,
P3,38.0262,41.4422,ciya,c,i,
P3,36.5784,39.916,ciya,c,i,
P3,34.6694,38.8914,ciya,c,i,
P3,33.165,37.4137,ciya,c,i,
P3,116.4421,43.0063,shibai,sh,i,
P3,114.4099,44.3885,shibai,sh,i,
P3,112.9813,46.4055,shibai,sh,i,
P3,111.3797,48.2797,shibai,sh,i,
P3,109.4801,49.8155,shibai,sh,i,
P3,107.2568,50.8978,shibai,sh,i,Front
P3,105.4382,52.5579,shibai,sh,i,Front
P3,103.3222,53.7745,shibai,sh,i,Front
P3,100.7656,54.1625,shibai,sh,i,Front
P3,98.6042,55.2119,shibai,sh,i,Front
P3,96.275,55.8773,shibai,sh,i,Front
P3,93.9448,56.4725,shibai,sh,i,Front
P3,91.8834,57.7731,shibai,sh,i,Front
P3,89.7491,58.983,shibai,sh,i,Front
P3,87.4187,59.6099,shibai,sh,i,Front
P3,84.9511,59.6137,shibai,sh,i,Front
P3,82.5252,59.6185,shibai,sh,i,Front
P3,80.1475,59.735,shibai,sh,i,Front
P3,77.743,59.4063,shibai,sh,i,Front
P3,75.3998,59.3681,shibai,sh,i,Front
P3,73.0703,59.3587,shibai,sh,i,Front
P3,70.765,58.3637,shibai,sh,i,Back
P3,68.4774,58.3244,shibai,sh,i,Back
P3,66.1744,58.3715,shibai,sh,i,Back
P3,64.0457,56.9996,shibai,sh,i,Back
P3,62.0521,55.3425,shibai,sh,i,Back
P3,60.0756,54.0797,shibai,sh,i,Back
P3,58.1347,52.932,shibai,sh,i,Back
P3,56.4477,51.1118,shibai,sh,i,Back
P3,54.8363,49.3745,shibai,sh,i,Back
P3,52.9472,48.5893,shibai,sh,i,Back
P3,51.427,46.9658,shibai,sh,i,Back
P3,49.8375,45.645,shibai,sh,i,Back
P3,48.6239,43.7014,shibai,sh,i,Back
P3,47.1989,42.2966,shibai,sh,i,Back
P3,45.9626,40.6688,shibai,sh,i,Back
P3,44.9235,38.854,shibai,sh,i,Back
P3,43.6097,37.5195,shibai,sh,i,
P3,42.9809,35.3819,shibai,sh,i,
P3,41.8409,33.9703,shibai,sh,i,
P3,40.8768,32.4085,shibai,sh,i,
P3,39.8098,30.9969,shibai,sh,i,
P3,116.9924,43.5377,ziben,z,i,
P3,114.8933,44.8934,ziben,z,i,
P3,113.1414,46.5864,ziben,z,i,
P3,111.1148,47.9557,ziben,z,i,
P3,108.8453,48.9739,ziben,z,i,
P3,106.5406,49.8666,ziben,z,i,Front
P3,104.3545,50.8593,ziben,z,i,Front
P3,102.1927,51.841,ziben,z,i,Front
P3,99.946,52.6242,ziben,z,i,Front
P3,97.719,53.3812,ziben,z,i,Front
P3,95.5731,54.2677,ziben,z,i,Front
P3,93.1522,54.4414,ziben,z,i,Front
P3,91.037,55.3251,ziben,z,i,Front
P3,88.9434,56.3193,ziben,z,i,Front
P3,86.8208,57.3121,ziben,z,i,Front
P3,84.6477,58.2271,ziben,z,i,Front
P3,82.3982,58.9049,ziben,z,i,Front
P3,80.1414,59.6908,ziben,z,i,Front
P3,77.8666,60.6644,ziben,z,i,Front
P3,75.4803,60.7363,ziben,z,i,Front
P3,73.1021,60.982,ziben,z,i,Front
P3,70.7139,60.972,ziben,z,i,Back
P3,68.3626,60.2769,ziben,z,i,Back
P3,66.0532,59.6053,ziben,z,i,Back
P3,63.7415,59.205,ziben,z,i,Back
P3,61.6572,57.5598,ziben,z,i,Back
P3,59.5982,56.2616,ziben,z,i,Back
P3,57.677,54.6913,ziben,z,i,Back
P3,55.6699,53.6832,ziben,z,i,Back
P3,53.7601,52.4871,ziben,z,i,Back
P3,51.8232,51.4698,ziben,z,i,Back
P3,49.8524,50.5765,ziben,z,i,Back
P3,47.9931,49.4594,ziben,z,i,Back
P3,45.8811,48.8495,ziben,z,i,Back
P3,44.1789,47.4662,ziben,z,i,Back
P3,42.2621,46.4691,ziben,z,i,Back
P3,40.4869,45.2421,ziben,z,i,Back
P3,38.8173,43.8736,ziben,z,i,
P3,36.9949,42.7037,ziben,z,i,
P3,35.1954,41.4786,ziben,z,i,
P3,33.5236,40.0881,ziben,z,i,
P3,31.8481,38.6854,ziben,z,i,
P3,121.2319,47.6318,zhadui,zh,a,
P3,118.7266,48.8968,zhadui,zh,a,
P3,116.3546,50.2167,zhadui,zh,a,
P3,114.0222,51.5119,zhadui,zh,a,
P3,111.8399,52.9444,zhadui,zh,a,
P3,109.7409,54.4746,zhadui,zh,a,Front
P3,107.9064,56.4268,zhadui,zh,a,Front
P3,105.7473,57.9258,zhadui,zh,a,Front
P3,103.2379,58.8029,zhadui,zh,a,Front
P3,100.9531,60.0698,zhadui,zh,a,Front
P3,98.4204,60.797,zhadui,zh,a,Front
P3,95.7506,61.1,zhadui,zh,a,Front
P3,92.9939,60.9849,zhadui,zh,a,Front
P3,90.3178,60.8634,zhadui,zh,a,Front
P3,87.7356,60.8278,zhadui,zh,a,Front
P3,85.0866,60.2333,zhadui,zh,a,Front
P3,82.5663,59.8493,zhadui,zh,a,Front
P3,79.9779,58.5055,zhadui,zh,a,Front
P3,77.578,57.726,zhadui,zh,a,Front
P3,75.307,57.7903,zhadui,zh,a,Front
P3,73.0131,56.4355,zhadui,zh,a,Front
P3,70.8161,55.7553,zhadui,zh,a,Back
P3,68.6869,54.7625,zhadui,zh,a,Back
P3,66.5959,54.0806,zhadui,zh,a,Back
P3,64.5486,53.3539,zhadui,zh,a,Back
P3,62.5221,52.7033,zhadui,zh,a,Back
P3,60.6501,51.4539,zhadui,zh,a,Back
P3,58.7319,50.6369,zhadui,zh,a,Back
P3,56.7987,49.9513,zhadui,zh,a,Back
P3,54.9063,49.172,zhadui,zh,a,Back
P3,52.9059,48.6951,zhadui,zh,a,Back
P3,51.1361,47.6329,zhadui,zh,a,Back
P3,49.3316,46.6912,zhadui,zh,a,Back
P3,47.6609,45.5088,zhadui,zh,a,Back
P3,46.0962,44.1841,zhadui,zh,a,Back
P3,44.5486,42.8851,zhadui,zh,a,Back
P3,43.0153,41.6016,zhadui,zh,a,Back
P3,41.372,40.4865,zhadui,zh,a,
P3,39.8004,39.2722,zhadui,zh,a,
P3,38.1016,38.1951,zhadui,zh,a,
P3,36.413,37.0704,zhadui,zh,a,
P3,34.8337,35.8022,zhadui,zh,a,
P3,117.8356,44.3519,chaqu,ch,a,
P3,116.0043,46.0537,chaqu,ch,a,
P3,114.2032,47.7861,chaqu,ch,a,
P3,112.7014,49.8963,chaqu,ch,a,
P3,110.5825,51.2772,chaqu,ch,a,
P3,108.617,52.8563,chaqu,ch,a,Front
P3,106.2519,53.8334,chaqu,ch,a,Front
P3,104.1956,55.2696,chaqu,ch,a,Front
P3,102.0018,56.4827,chaqu,ch,a,Front
P3,99.2396,56.5261,chaqu,ch,a,Front
P3,97.1367,57.8534,chaqu,ch,a,Front
P3,94.8477,58.7862,chaqu,ch,a,Front
P3,92.4205,59.3266,chaqu,ch,a,Front
P3,89.8681,59.3767,chaqu,ch,a,Front
P3,87.4187,59.6099,chaqu,ch,a,Front
P3,84.9511,59.6137,chaqu,ch,a,Front
P3,82.5663,59.8493,chaqu,ch,a,Front
P3,80.1414,59.6908,chaqu,ch,a,Front
P3,77.7654,59.6339,chaqu,ch,a,Front
P3,75.4215,59.7371,chaqu,ch,a,Front
P3,73.045,58.0646,chaqu,ch,a,Front
P3,70.7904,57.0652,chaqu,ch,a,Back
P3,68.5731,56.6978,chaqu,ch,a,Back
P3,66.4079,55.9942,chaqu,ch,a,Back
P3,64.3607,54.7158,chaqu,ch,a,Back
P3,62.3529,53.6534,chaqu,ch,a,Back
P3,60.5674,51.8319,chaqu,ch,a,Back
P3,58.7319,50.6369,chaqu,ch,a,Back
P3,57.1351,48.8391,chaqu,ch,a,Back
P3,55.4097,47.7163,chaqu,ch,a,Back
P3,53.5856,46.9534,chaqu,ch,a,Back
