,word,C,D,CD,CD/AB,BD/AB,MCI,real_1,imag_1,mod_1,real_2,imag_2,mod_2,real_3,imag_3,mod_3
0,shou,[127.71  75.62],[133.61330421 138.25579392],62.913366470575305,0.5425831074214148,0.47571635300809967,2.403149592882511,1.898554551736308,53.99842461854319,54.03179037076608,-1.834398544042751,13.748020410959558,13.8698624087821,1.5986091255374473,15.556113181491718,15.638037231431314
1,shi,[144.76  79.44],[141.78471319 123.93003347],44.58940916193834,0.42202649844210993,0.3460945438628048,2.557206882142372,9.404683749164583,45.66475225693203,46.62314527258731,-2.0671012423307813,22.661669893882824,22.75575070010569,0.7685459804221498,11.678747777252193,11.704008397497674
2,shai,[148.45  74.71],[147.17008485 116.8484282 ],42.15786183332083,0.41154827819989676,0.3831420563062966,2.677153472334357,16.088422600406616,44.45554506259924,47.27719142019824,-7.594661433554924,3.0557105833462685,8.186345305415655,1.6224220829446543,10.158186470032854,10.286933740196105
