Participant,X,Y,Word,Radius,Consonant,Vowel,Section
P1,121.2019,47.6028,shuben,130.2149267,sh,u,
P1,119.5203,49.7257,shuben,129.4517182,sh,u,
P1,117.159,51.1256,shuben,127.8282373,sh,u,
P1,115.0527,52.7723,shuben,126.5781949,sh,u,
P1,112.9761,54.4508,shuben,125.413272,sh,u,
P1,110.3045,55.2861,shuben,123.3840977,sh,u,Front
P1,108.0526,56.656,shuben,122.0051913,sh,u,Front
P1,105.8881,58.1667,shuben,120.8124775,sh,u,Front
P1,103.6545,59.5847,shuben,119.5599927,sh,u,Front
P1,101.2705,60.7263,shuben,118.082165,sh,u,Front
P1,98.9488,62.0085,shuben,116.7729382,sh,u,Front
P1,96.2342,62.3393,shuben,114.6612819,sh,u,Front
P1,93.5677,62.6445,shuben,112.6021663,sh,u,Front
P1,90.7967,62.4464,shuben,110.1979746,sh,u,Front
P1,88.197,62.6009,shuben,108.1553674,sh,u,Front
P1,85.4106,61.7141,shuben,105.3736245,sh,u,Front
P1,82.8929,61.6829,shuben,103.3247938,sh,u,Front
P1,80.3239,61.0143,shuben,100.8695877,sh,u,Front
P1,77.8769,60.7689,shuben,98.78092306,sh,u,Front
P1,75.4393,60.04,shuben,96.41519374,sh,u,Front
P1,73.0639,59.0337,shuben,93.93248224,sh,u,Front
P1,70.7586,58.6886,shuben,91.9300345,sh,u,Back
P1,68.5157,57.674,shuben,89.55831297,sh,u,Back
P1,66.3708,56.372,shuben,87.07976502,sh,u,Back
P1,64.3489,54.8013,shuben,84.52197,sh,u,Back
P1,62.2964,53.9706,shuben,82.42370483,sh,u,Back
P1,60.3771,52.7015,shuben,80.14263726,sh,u,Back
P1,58.553,51.3245,shuben,77.86307282,sh,u,Back
P1,56.7987,49.9513,shuben,75.63877771,sh,u,Back
P1,55.311,48.0017,shuben,73.23571481,sh,u,Back
P1,53.9599,45.9941,shuben,70.90224286,sh,u,Back
P1,52.7106,44.0221,shuben,68.67570634,sh,u,Back
P1,51.2354,42.7539,shuben,66.73051909,sh,u,Back
P1,49.9954,41.1274,shuben,64.73795681,sh,u,Back
P1,48.892,39.3983,shuben,62.79055428,sh,u,Back
P1,47.7663,37.8414,shuben,60.93923998,sh,u,Back
P1,46.6266,36.4018,shuben,59.15345189,sh,u,Back
P1,45.4153,35.1255,shuben,57.41385046,sh,u,
P1,44.3445,33.714,shuben,55.70519254,sh,u,
P1,43.3679,32.2451,shuben,54.04184697,sh,u,
P1,42.4712,30.7433,shuben,52.4304618,sh,u,
P1,41.4681,29.3955,shuben,50.83009677,sh,u,
P1,119.4546,45.9154,churu,127.9750969,ch,u,
P1,117.9209,48.0554,churu,127.336798,ch,u,
P1,116.082,49.9087,churu,126.3562783,ch,u,
P1,113.8893,51.3493,churu,124.9300735,ch,u,
P1,112.1854,53.4025,churu,124.2472977,ch,u,
P1,110.2167,55.1597,churu,123.2489897,ch,u,Front
P1,108.1988,56.8851,churu,122.2411343,ch,u,Front
P1,105.9737,58.3132,churu,120.9580687,ch,u,Front
P1,103.9845,60.2041,churu,120.1553573,ch,u,Front
P1,101.8421,61.9084,churu,119.1824791,ch,u,Front
P1,99.5317,63.3453,churu,117.9796014,ch,u,Front
P1,97.1585,64.708,churu,116.7343111,ch,u,Front
P1,94.478,65.2772,churu,114.8355578,ch,u,Front
P1,91.8106,65.7983,churu,112.9539842,ch,u,Front
P1,89.1332,66.1988,churu,111.0270619,ch,u,Front
P1,86.2363,65.4877,churu,108.2836012,ch,u,Front
P1,83.497,65.0753,churu,105.8609639,ch,u,Front
P1,80.7908,64.3993,churu,103.3171003,ch,u,Front
P1,78.1022,63.0632,churu,100.3838674,ch,u,Front
P1,75.5566,62.0342,churu,97.76012364,ch,u,Front
P1,73.0962,60.683,churu,95.00253125,ch,u,Front
P1,70.7778,57.7109,churu,91.32384657,ch,u,Back
P1,68.6878,54.7467,churu,87.83629677,ch,u,Back
P1,66.7574,52.436,churu,84.88865973,ch,u,Back
P1,64.9467,50.4675,churu,82.24987779,ch,u,Back
P1,63.3774,47.9007,churu,79.44288446,ch,u,Back
P1,61.7844,46.2698,churu,77.18941945,ch,u,Back
P1,60.2262,44.8943,churu,75.11786298,ch,u,Back
P1,58.744,43.52,churu,73.10846692,ch,u,Back
P1,57.3327,42.1544,churu,71.16201184,ch,u,Back
P1,56.0972,40.5172,churu,69.19927271,ch,u,Back
P1,54.9365,38.9178,churu,67.32469227,ch,u,Back
P1,53.7734,37.505,churu,65.56068618,ch,u,Back
P1,52.6023,36.2344,churu,63.87435877,ch,u,Back
P1,51.3208,35.2408,churu,62.25542946,ch,u,Back
P1,50.1085,34.1701,churu,60.65028859,ch,u,Back
P1,49.0516,32.9101,churu,59.06889321,ch,u,Back
P1,48.2445,31.3744,churu,57.54897702,ch,u,
P1,47.4404,29.9273,churu,56.09130804,ch,u,
P1,46.5629,28.6353,churu,54.66337039,ch,u,
P1,45.8231,27.2427,churu,53.30967264,ch,u,
P1,45.1127,25.8759,churu,52.00690245,ch,u,
P1,120.1726,46.6088,zadao,128.8946625,z,a,
P1,117.7638,47.8913,zadao,127.1294191,z,a,
P1,115.8894,49.6912,zadao,126.0934907,z,a,
P1,113.5744,50.9641,zadao,124.4848739,z,a,
P1,111.2883,52.213,zadao,122.9279589,z,a,
P1,108.8114,53.1362,zadao,121.0924297,z,a,Front
P1,106.8382,54.7525,zadao,120.0509777,z,a,Front
P1,104.4778,55.7526,zadao,118.4228149,z,a,Front
P1,101.928,56.3443,zadao,116.4645754,z,a,Front
P1,99.5564,57.1812,zadao,114.809261,z,a,Front
P1,96.9764,57.4856,zadao,112.7342732,z,a,Front
P1,94.4948,57.8819,zadao,110.8132735,z,a,Front
P1,92.0836,58.3521,zadao,109.0153978,z,a,Front
P1,89.5121,58.1997,zadao,106.7690083,z,a,Front
P1,87.0801,58.3086,zadao,104.7990298,z,a,Front
P1,84.5641,57.8449,zadao,102.4554511,z,a,Front
P1,82.1518,57.5216,zadao,100.2878493,z,a,Front
P1,79.7002,56.4924,zadao,97.69090612,z,a,Front
P1,77.2995,54.8907,zadao,94.80612663,z,a,Front
P1,75.056,53.522,zadao,92.18463874,z,a,Front
P1,72.9429,52.8508,zadao,90.07704325,z,a,Front
P1,70.8991,51.5165,zadao,87.63921584,z,a,Back
P1,68.9364,50.52,zadao,85.46635388,z,a,Back
P1,67.0433,49.5263,zadao,83.35261524,z,a,Back
P1,65.2175,48.5043,zadao,81.27723805,z,a,Back
P1,63.509,47.1616,zadao,79.10505417,z,a,Back
P1,61.7988,46.2037,zadao,77.16134768,z,a,Back
P1,60.0668,45.5067,zadao,75.35834531,z,a,Back
P1,58.4192,44.5938,zadao,73.494285,z,a,Back
P1,56.8933,43.4253,zadao,71.57237082,z,a,Back
P1,55.3062,42.5443,zadao,69.77673839,z,a,Back
P1,53.9604,41.1562,zadao,67.86425839,z,a,Back
P1,52.3836,40.3793,zadao,66.14022541,z,a,Back
P1,51.0165,39.2108,zadao,64.34415365,z,a,Back
P1,49.4832,38.3862,zadao,62.6265713,z,a,Back
P1,48.1175,37.2909,zadao,60.87614499,z,a,Back
P1,46.6266,36.4018,zadao,59.15345189,z,a,Back
P1,45.5738,34.9154,zadao,57.4112916,z,a,
P1,44.6686,33.3177,zadao,55.72569389,z,a,
P1,43.4708,32.1288,zadao,54.05525175,z,a,
P1,42.4603,30.7547,zadao,52.42831914,z,a,
P1,41.3036,29.5543,zadao,50.78822719,z,a,
P1,118.4615,44.9564,siji,126.7051889,s,i,
P1,118.0831,48.2247,siji,127.5509318,s,i,
P1,115.5834,49.3455,siji,125.6761741,s,i,
P1,113.467,50.8327,siji,124.333115,s,i,
P1,111.0475,51.8938,siji,122.5745232,s,i,
P1,108.7679,53.0736,siji,121.0258778,s,i,Front
P1,106.3981,54.0626,siji,119.3453828,s,i,Front
P1,104.0549,55.0287,siji,117.7097279,s,i,Front
P1,101.8679,56.2314,siji,116.3573779,s,i,Front
P1,99.4926,57.0492,siji,114.6882238,s,i,Front
P1,97.1367,57.8534,siji,113.0599592,s,i,Front
P1,94.6485,58.2758,siji,111.150382,s,i,Front
P1,92.3204,59.0371,siji,109.583007,s,i,Front
P1,89.8107,59.1867,siji,107.5594128,s,i,Front
P1,87.4187,59.6099,siji,105.8081721,s,i,Front
P1,84.9511,59.6137,siji,103.7809357,s,i,Front
P1,82.5104,59.535,siji,101.7466576,s,i,Front
P1,79.9779,58.5055,siji,99.09267389,s,i,Front
P1,77.6199,58.1525,siji,96.98743286,s,i,Front
P1,75.2497,56.8155,siji,94.2895455,s,i,Front
P1,73.0005,55.7956,siji,91.88156496,s,i,Front
P1,70.8416,54.4512,siji,89.35024047,s,i,Back
P1,68.8217,52.4711,siji,86.54272197,s,i,Back
P1,66.9507,50.468,siji,83.84160813,s,i,Back
P1,65.1733,48.8248,siji,81.43353196,s,i,Back
P1,63.3961,47.7959,siji,79.39466954,s,i,Back
P1,61.7988,46.2037,siji,77.16134768,s,i,Back
P1,60.2461,44.8178,siji,75.0881333,s,i,Back
P1,58.744,43.52,siji,73.10846692,s,i,Back
P1,57.2317,42.4467,siji,71.25440215,s,i,Back
P1,55.7223,41.4778,siji,69.46497398,s,i,Back
P1,54.4048,40.1372,siji,67.60826197,s,i,Back
P1,53.0791,38.9408,siji,65.83142685,s,i,Back
P1,51.78,37.7778,siji,64.09626021,s,i,Back
P1,50.3618,36.8824,siji,62.42293112,s,i,Back
P1,49.2863,35.4589,siji,60.71633188,s,i,Back
P1,47.9679,34.4705,siji,59.06889876,s,i,Back
P1,46.671,33.4607,siji,57.4264807,s,i,
P1,45.598,32.1809,siji,55.81028515,s,i,
P1,44.2439,31.2554,siji,54.17031213,s,i,
P1,42.4712,30.7433,siji,52.4304618,s,i,
P1,41.6357,29.2336,siji,50.87371505,s,i,
P1,121.3167,47.7137,chifan,130.3623368,ch,i,
P1,118.7206,48.8906,chifan,128.3934252,ch,i,
P1,117.0161,50.9641,chifan,127.6327041,ch,i,
P1,115.344,53.1286,chifan,126.9916788,ch,i,
P1,112.8557,54.2912,chifan,125.2355517,ch,i,
P1,110.6712,55.8141,chifan,123.9488938,ch,i,Front
P1,108.2498,56.9651,chifan,122.3235129,ch,i,Front
P1,105.8619,58.122,chifan,120.7679956,ch,i,Front
P1,103.5071,59.308,chifan,119.2944199,ch,i,Front
P1,100.6357,59.4134,chifan,116.8652909,ch,i,Front
P1,98.0755,60.0061,chifan,114.9762399,ch,i,Front
P1,95.6847,60.9312,chifan,113.4379696,ch,i,Front
P1,93.2307,61.6699,chifan,111.7816621,ch,i,Front
P1,90.4981,61.4594,chifan,109.3945335,ch,i,Front
P1,87.9156,61.5195,chifan,107.302384,ch,i,Front
P1,85.374,61.5469,chifan,105.2460962,ch,i,Front
P1,82.8578,61.4861,chifan,103.1792397,ch,i,Front
P1,80.3681,61.3349,chifan,101.0989686,ch,i,Front
P1,77.905,61.0551,chifan,98.9793628,ch,i,Front
P1,75.4612,60.4119,chifan,96.66431796,ch,i,Front
P1,73.0899,60.3566,chifan,94.78951759,ch,i,Front
P1,70.7522,59.0165,chifan,92.1347984,ch,i,Back
P1,68.4774,58.3244,chifan,89.94937435,ch,i,Back
P1,66.4948,55.1096,chifan,86.36333967,ch,i,Back
P1,64.5431,53.3938,chifan,83.76580231,ch,i,Back
P1,62.7478,51.4361,chifan,81.13543485,ch,i,Back
P1,61.0196,49.7652,chifan,78.73986738,ch,i,Back
P1,59.7478,46.7329,chifan,75.85356648,ch,i,Back
P1,58.6532,43.8201,chifan,73.21474602,ch,i,Back
P1,57.3327,42.1544,chifan,71.16201184,ch,i,Back
P1,55.9858,40.8026,chifan,69.27670581,ch,i,Back
P1,54.9365,38.9178,chifan,67.32469227,ch,i,Back
P1,53.7734,37.505,chifan,65.56068618,ch,i,Back
P1,52.4657,36.4908,chifan,63.90796634,ch,i,Back
P1,51.3208,35.2408,chifan,62.25542946,ch,i,Back
P1,50.2941,33.8791,chifan,60.6406622,ch,i,Back
P1,49.2058,32.688,chifan,59.07381905,ch,i,Back
P1,48.2445,31.3744,chifan,57.54897702,ch,i,
P1,47.0216,30.4395,chifan,56.01423057,ch,i,
P1,45.768,29.5334,chifan,54.4695469,ch,i,
P1,44.3839,28.7458,chifan,52.87959528,ch,i,
P1,43.1275,27.793,chifan,51.30723248,ch,i,
P1,120.3267,46.7576,ciya,129.0921682,c,i,
P1,117.4405,47.5537,ciya,126.7029022,c,i,
P1,115.4386,49.1818,ciya,125.4787624,c,i,
P1,113.2831,50.6078,ciya,124.0734064,c,i,
P1,110.6526,51.3702,ciya,121.9954726,c,i,
P1,108.5981,52.8291,ciya,120.7661423,c,i,Front
P1,106.3981,54.0626,ciya,119.3453828,c,i,Front
P1,104.2812,55.4161,ciya,118.0911208,c,i,Front
P1,102.0761,56.6223,ciya,116.7288098,c,i,Front
P1,99.7467,57.5748,ciya,115.1705768,c,i,Front
P1,96.9637,57.4566,ciya,112.7085622,c,i,Front
P1,94.6929,58.3897,ciya,111.247932,c,i,Front
P1,92.4205,59.3266,ciya,109.8234687,c,i,Front
P1,89.7491,58.983,ciya,107.395974,c,i,Front
P1,87.2605,59.0017,ciya,105.3356324,c,i,Front
P1,84.7995,58.9211,ciya,103.2601144,c,i,Front
P1,82.3419,58.5892,ciya,101.0588089,c,i,Front
P1,79.8898,57.8672,ciya,98.64579555,c,i,Front
P1,77.5565,57.507,ciya,96.55084537,c,i,Front
P1,75.2292,56.4666,ciya,94.0633268,c,i,Front
P1,73.0003,55.7841,ciya,91.87442306,c,i,Front
P1,70.8353,54.7761,ciya,89.54362544,c,i,Back
P1,68.746,53.7575,ciya,87.26901697,c,i,Back
P1,66.7257,52.7595,ciya,85.06399873,c,i,Back
P1,64.8526,51.1499,ciya,82.59644058,c,i,Back
P1,62.9354,50.3827,ciya,80.61811851,c,i,Back
P1,61.1702,49.0768,ciya,78.42401205,c,i,Back
P1,59.4888,47.728,ciya,76.26846864,c,i,Back
P1,57.94,46.1782,ciya,74.09095596,c,i,Back
P1,56.4558,44.6907,ciya,72.00358338,c,i,Back
P1,54.8205,43.7889,ciya,70.16234733,c,i,Back
P1,53.362,42.5285,ciya,68.2361807,c,i,Back
P1,51.8696,41.4423,ciya,66.39216545,c,i,Back
P1,50.3382,40.4839,ciya,64.59783695,c,i,Back
P1,48.892,39.3983,ciya,62.79055428,c,i,Back
P1,47.9149,37.6086,ciya,60.91177584,c,i,Back
P1,46.5232,36.5507,ciya,59.16385559,c,i,Back
P1,45.4153,35.1255,ciya,57.41385046,c,i,
P1,44.2171,33.8699,ciya,55.69849243,c,i,
P1,43.2068,32.4271,ciya,54.02170287,c,i,
P1,41.9968,31.2388,ciya,52.34112948,c,i,
P1,41.1371,29.7152,ciya,50.74696156,c,i,
P1,119.3998,45.8625,shibai,127.9049692,sh,i,
P1,117.7638,47.8913,shibai,127.1294191,sh,i,
P1,116.0486,49.871,shibai,126.310705,sh,i,
P1,114.1561,51.6756,shibai,125.3075529,sh,i,
P1,112.6167,53.9743,shibai,124.8829299,sh,i,
P1,110.887,56.1247,shibai,124.2815703,sh,i,Front
P1,108.8315,57.8769,shibai,123.26407,sh,i,Front
P1,106.7919,59.714,shibai,122.3530617,sh,i,Front
P1,104.4004,60.9847,shibai,120.9073081,sh,i,Front
P1,102.0324,62.302,shibai,119.5497798,sh,i,Front
P1,99.4127,63.0724,shibai,117.7328016,sh,i,Front
P1,96.7842,63.7487,shibai,115.8925283,sh,i,Front
P1,94.2054,64.4889,shibai,114.1642484,sh,i,Front
P1,91.4508,64.609,shibai,111.9712986,sh,i,Front
P1,88.8094,64.9545,shibai,110.0281628,sh,i,Front
P1,86.1683,65.1772,shibai,108.0418591,sh,i,Front
P1,83.1844,63.3196,shibai,104.5419349,sh,i,Front
P1,80.6521,63.3935,shibai,102.5840976,sh,i,Front
P1,78,62.0227,shibai,99.65347618,sh,i,Front
P1,75.4803,60.7363,shibai,96.88226786,sh,i,Front
P1,73.0643,59.0538,shibai,93.94542687,sh,i,Front
P1,70.8221,55.4476,shibai,89.94557351,sh,i,Back
P1,68.7069,54.4222,shibai,87.64938083,sh,i,Back
P1,66.8499,51.4943,shibai,84.38348217,sh,i,Back
P1,65.1234,49.1867,shibai,81.61120441,sh,i,Back
P1,63.3961,47.7959,shibai,79.39466954,sh,i,Back
P1,61.9494,45.5153,shibai,76.8724313,sh,i,Back
P1,60.5847,43.5164,shibai,74.59345107,sh,i,Back
P1,59.3407,41.5474,shibai,72.4396654,sh,i,Back
P1,58.0066,40.2053,shibai,70.57784207,sh,i,Back
P1,56.735,38.8827,shibai,68.78026304,sh,i,Back
P1,55.6885,37.1935,shibai,66.96689835,sh,i,Back
P1,54.6655,35.6599,shibai,65.2682569,sh,i,Back
P1,53.5599,34.4372,shibai,63.67561254,sh,i,Back
P1,52.4227,33.3545,shibai,62.13422684,sh,i,Back
P1,51.2788,32.3357,shibai,60.62270881,sh,i,Back
P1,50.3806,30.9965,shibai,59.15224314,sh,i,Back
P1,49.0681,30.2825,shibai,57.66028307,sh,i,
P1,48.5036,28.6269,shibai,56.32138685,sh,i,
P1,47.783,27.2568,shibai,55.01043751,sh,i,
P1,46.7689,26.2548,shibai,53.63435961,sh,i,
P1,43.7906,27.1526,shibai,51.52553091,sh,i,
P1,119.707,46.1592,ziben,128.2982369,z,i,
P1,117.2884,47.3947,ziben,126.5022781,z,i,
P1,115.4386,49.1818,ziben,125.4787624,z,i,
P1,113.4406,50.8004,ziben,124.295818,z,i,
P1,111.4433,52.4185,ziben,123.1556262,z,i,
P1,109.2872,53.8214,ziben,121.8213248,z,i,Front
P1,107.1329,55.2144,ziben,120.5242226,z,i,Front
P1,104.7883,56.2841,ziben,118.9474158,z,i,Front
P1,102.0633,56.5982,ziben,116.7059272,z,i,Front
P1,99.557,57.1825,ziben,114.8104288,z,i,Front
P1,97.1367,57.8534,ziben,113.0599592,z,i,Front
P1,94.7149,58.4459,ziben,111.2961612,z,i,Front
P1,92.2485,58.8292,ziben,109.4105138,z,i,Front
P1,89.8681,59.3767,ziben,107.7119673,z,i,Front
P1,87.3177,59.2216,ziben,105.5062967,z,i,Front
P1,84.8671,59.2302,ziben,103.492228,z,i,Front
P1,82.3871,58.8426,ziben,101.2427075,z,i,Front
P1,79.9207,58.0909,ziben,98.8021809,z,i,Front
P1,77.5846,57.7933,ziben,96.74417648,z,i,Front
P1,75.2688,57.1399,ziben,94.50058426,z,i,Front
P1,73.0069,56.1206,ziben,92.08435911,z,i,Front
P1,70.8416,54.4512,ziben,89.35024047,z,i,Back
P1,68.8034,52.7812,ziben,86.71656661,z,i,Back
P1,66.8871,51.1164,ziben,84.18295846,z,i,Back
P1,65.0848,49.4659,ziben,81.74904558,z,i,Back
P1,63.3961,47.7959,ziben,79.39466954,z,i,Back
P1,61.7444,46.4524,ziben,77.267046,z,i,Back
P1,60.2461,44.8178,ziben,75.0881333,z,i,Back
P1,58.8606,43.1346,ziben,72.97372095,z,i,Back
P1,57.5353,41.5686,ziben,70.98069633,z,i,Back
P1,56.0972,40.5172,ziben,69.19927271,z,i,Back
P1,54.6957,39.4702,ziben,67.4501022,z,i,Back
P1,53.2675,38.5511,ziben,65.75419277,z,i,Back
P1,52.0525,37.2663,ziben,64.01749661,z,i,Back
P1,50.7288,36.2541,ziben,62.35199208,z,i,Back
P1,49.6622,34.8697,ziben,60.68138172,z,i,Back
P1,48.3248,33.9567,ziben,59.06220255,z,i,Back
P1,47.2625,32.6764,ziben,57.45860269,z,i,
P1,45.9894,31.7021,ziben,55.85739035,z,i,
P1,44.9082,30.5048,ziben,54.28894225,z,i,
P1,43.7463,29.4116,ziben,52.71414401,z,i,
P1,42.6309,28.2726,ziben,51.15401788,z,i,
P1,120.3298,46.7606,zhadui,129.0961443,zh,a,
P1,119.0359,49.2198,zhadui,128.8104584,zh,a,
P1,117.2706,51.2516,zhadui,127.9809366,zh,a,
P1,115.7682,53.6474,zhadui,127.5943559,zh,a,
P1,113.8369,55.5921,zhadui,126.6859163,zh,a,
P1,111.9682,57.6816,zhadui,125.9525498,zh,a,Front
P1,109.81,59.4106,zhadui,124.8513336,zh,a,Front
P1,107.8068,61.4512,zhadui,124.0909187,zh,a,Front
P1,105.3675,62.7997,zhadui,122.6625957,zh,a,Front
P1,102.604,63.4841,zhadui,120.6557573,zh,a,Front
P1,99.8772,64.1375,zhadui,118.6974051,zh,a,Front
P1,96.9175,64.0904,zhadui,116.1920014,zh,a,Front
P1,93.8045,63.3295,zhadui,113.180872,zh,a,Front
P1,90.7638,62.3377,zhadui,110.1092922,zh,a,Front
P1,88.0956,62.2112,zhadui,107.8474299,zh,a,Front
P1,85.5099,62.1679,zhadui,105.7203424,zh,a,Front
P1,82.6896,60.5417,zhadui,102.4834981,zh,a,Front
P1,80.0728,59.1936,zhadui,99.57678234,zh,a,Front
P1,77.5249,57.185,zhadui,96.33397295,zh,a,Front
P1,75.1528,55.1688,zhadui,93.22842829,zh,a,Front
P1,72.9556,53.5022,zhadui,90.47101733,zh,a,Front
P1,70.918,50.5502,zhadui,87.09009958,zh,a,Back
P1,69.0321,48.8934,zhadui,84.59311671,zh,a,Back
P1,67.2655,47.2634,zhadui,82.20995359,zh,a,Back
P1,65.5325,46.2205,zhadui,80.19253816,zh,a,Back
P1,64.0068,44.3666,zhadui,77.87981537,zh,a,Back
P1,62.373,43.5793,zhadui,76.08906963,zh,a,Back
P1,60.8238,42.5978,zhadui,74.25703476,zh,a,Back
P1,59.3407,41.5474,zhadui,72.4396654,zh,a,Back
P1,57.9056,40.4975,zhadui,70.66191349,zh,a,Back
P1,56.6937,38.9885,zhadui,68.80609531,zh,a,Back
P1,55.5183,37.5837,zhadui,67.04338998,zh,a,Back
P1,54.4082,36.1921,zhadui,65.34615773,zh,a,Back
P1,53.288,34.9474,zhadui,63.72544006,zh,a,Back
P1,52.0549,33.9841,zhadui,62.16616175,zh,a,Back
P1,50.7404,33.1796,zhadui,60.62568802,zh,a,Back
P1,49.6185,32.0939,zhadui,59.09326492,zh,a,Back
P1,48.4411,31.1138,zhadui,57.57263864,zh,a,
P1,47.3421,30.0476,zhadui,56.07256636,zh,a,
P1,45.9701,29.3051,zhadui,54.51641019,zh,a,
P1,44.7111,28.404,zhadui,52.97046044,zh,a,
P1,43.4327,27.4983,zhadui,51.40579668,zh,a,
P1,117.5387,44.0652,chaqu,125.5272395,ch,a,
P1,115.0475,45.0544,chaqu,123.5549522,ch,a,
P1,113.2872,46.7512,chaqu,122.5547404,ch,a,
P1,111.5645,48.5057,chaqu,121.6529514,ch,a,
P1,109.7554,50.1807,chaqu,120.6828508,ch,a,
P1,107.6686,51.4908,chaqu,119.3475174,ch,a,Front
P1,105.9123,53.3012,chaqu,118.5682639,ch,a,Front
P1,103.6885,54.4016,chaqu,117.0932924,ch,a,Front
P1,101.6596,55.8405,chaqu,115.98636,ch,a,Front
P1,99.6829,57.4428,chaqu,115.0493626,ch,a,Front
P1,97.5466,58.7933,chaqu,113.89465,ch,a,Front
P1,95.3318,60.0269,chaqu,112.6560288,ch,a,Front
P1,92.9939,60.9849,chaqu,111.2071197,ch,a,Front
P1,90.4652,61.3507,chaqu,109.3062706,ch,a,Front
P1,87.9373,61.603,chaqu,107.3680508,ch,a,Front
P1,85.442,61.8574,chaqu,105.4830474,ch,a,Front
P1,82.9141,61.8018,chaqu,103.4128158,ch,a,Front
P1,80.3369,61.1083,chaqu,100.936821,ch,a,Front
P1,77.8769,60.7689,chaqu,98.78092306,ch,a,Front
P1,75.4598,60.3875,chaqu,96.64797759,ch,a,Front
P1,73.0835,60.0302,chaqu,94.57707378,ch,a,Front
P1,70.7586,58.6886,chaqu,91.9300345,ch,a,Back
P1,68.5348,57.3496,chaqu,89.36439689,ch,a,Back
P1,66.4397,55.6707,chaqu,86.6802202,ch,a,Back
P1,64.5043,53.6744,chaqu,83.91511147,ch,a,Back
P1,62.6441,52.0181,chaqu,81.42583124,ch,a,Back
P1,60.8831,50.389,chaqu,79.03039407,ch,a,Back
P1,59.2303,48.7218,chaqu,76.69447329,ch,a,Back
P1,57.6414,47.1652,chaqu,74.47876936,ch,a,Back
P1,56.1188,45.6653,chaqu,72.35080744,ch,a,Back
P1,54.4456,44.7495,chaqu,70.47581933,ch,a,Back
P1,53.0009,43.3564,chaqu,68.47534463,ch,a,Back
P1,51.4238,42.3641,chaqu,66.6267527,ch,a,Back
P1,49.9954,41.1274,chaqu,64.73795681,ch,a,Back
P1,48.5866,39.9211,chaqu,62.88363797,ch,a,Back
P1,46.9851,39.0659,chaqu,61.10437108,ch,a,Back
P1,45.4887,38.0402,chaqu,59.29821788,ch,a,Back
P1,44.1588,36.7916,chaqu,57.47713848,ch,a,
P1,42.9263,35.4487,chaqu,55.67115558,ch,a,
P1,41.7828,34.036,chaqu,53.8911094,ch,a,
P1,40.5586,32.7409,chaqu,52.12452942,ch,a,
P1,39.3132,31.4764,chaqu,50.36160692,ch,a,
P1,120.9919,47.4,sahuang,129.9453726,s,a,
P1,118.3974,48.553,sahuang,127.9661601,s,a,
P1,116.1944,50.0358,sahuang,126.509762,s,a,
P1,113.8893,51.3493,sahuang,124.9300735,s,a,
P1,111.5983,52.624,sahuang,123.3834103,s,a,
P1,109.1781,53.6642,sahuang,121.6540336,s,a,Front
P1,106.7879,54.6736,sahuang,119.9702385,s,a,Front
P1,104.3363,55.5105,sahuang,118.1840899,s,a,Front
P1,101.8557,56.2085,sahuang,116.3356312,s,a,Front
P1,99.5564,57.1812,sahuang,114.809261,s,a,Front
P1,96.924,57.3656,sahuang,112.6280331,s,a,Front
P1,94.4739,57.8283,sahuang,110.7674594,s,a,Front
P1,91.9835,58.0626,sahuang,108.7760534,s,a,Front
P1,89.5696,58.3897,sahuang,106.92086,s,a,Front
P1,87.0801,58.3086,sahuang,104.7990298,s,a,Front
P1,84.7835,58.848,sahuang,103.2052759,s,a,Front
P1,82.3419,58.5892,sahuang,101.0588089,s,a,Front
P1,79.8829,57.8174,sahuang,98.61100068,s,a,Front
P1,77.5565,57.507,sahuang,96.55084537,s,a,Front
P1,75.1515,55.1458,sahuang,93.21377157,s,a,Front
P1,72.9556,53.5022,sahuang,90.47101733,s,a,Front
P1,70.8863,52.1678,sahuang,88.01333356,s,a,Back
P1,68.8991,51.1546,sahuang,85.81304727,s,a,Back
P1,67.0143,49.8211,sahuang,83.50484064,s,a,Back
P1,65.1733,48.8248,sahuang,81.43353196,s,a,Back
P1,63.3961,47.7959,sahuang,79.39466954,s,a,Back
P1,61.7444,46.4524,sahuang,77.267046,s,a,Back
P1,60.3258,44.5116,sahuang,74.96989182,s,a,Back
P1,58.8606,43.1346,sahuang,72.97372095,s,a,Back
P1,57.4342,41.8608,sahuang,71.07048548,s,a,Back
P1,55.9858,40.8026,sahuang,69.27670581,s,a,Back
P1,54.6957,39.4702,sahuang,67.4501022,s,a,Back
P1,53.4566,38.1601,sahuang,65.67953498,s,a,Back
P1,52.1174,37.1445,sahuang,63.99950987,s,a,Back
P1,50.7288,36.2541,sahuang,62.35199208,s,a,Back
P1,49.5291,35.0782,sahuang,60.69276614,s,a,Back
P1,48.3691,33.8929,sahuang,59.06181935,s,a,Back
P1,47.1456,32.8314,sahuang,57.45092188,s,a,
P1,46.0476,31.6309,sahuang,55.86497383,s,a,
P1,45.0541,30.34,sahuang,54.31746981,s,a,
P1,44.0646,29.0792,sahuang,52.79478048,s,a,
P1,41.6264,29.2426,sahuang,50.87127708,s,a,
P1,117.8687,44.3839,cayao,125.9482474,c,a,
P1,115.8462,45.8885,cayao,124.6037579,c,a,
P1,113.6066,47.1119,cayao,122.9877664,c,a,
P1,111.671,48.636,cayao,121.8025974,c,a,
P1,109.6004,49.9751,cayao,120.4564581,c,a,
